Laptop_name,Year,CPU,GPU,Memory,Storage,Display,Weight(kg),Price
Apple MacBook Air 11 inch 2012-06 MD223D/A,2012,Intel Core i5-3317U,Intel HD Graphics 4000,"4 GB  ,, onboard, DDR3L-12600S, 1600 MHz","Apple SSD TS064E, 64 GB  ","11.60 inch 16:9, 1366 x 768 pixel, APP9CF3, TN-LED, 11.6 inches diagonal, glossy: yes","1.07 kg ( = 37.74 oz / 2.36 pounds), Power Supply: 190 g ( = 6.7 oz / 0.42 pounds)",1049 Euro
MD101LL/A,2012,Intel Core i5-3210M,Intel HD Graphics 4000,"4 GB  ,, DDR3 SDRAM PC3-12800","Hitachi Travelstar 5K750 HTS547550A9E384, 500 GB  ","13.30 inch 16:10, 1280 x 800 pixel, LG Philips LP133WX3-TLA4, glossy: yes","2.06 kg ( = 72.66 oz / 4.54 pounds), Power Supply: 240 g ( = 8.47 oz / 0.53 pounds)",1249 Euro
Apple MacBook Pro Retina 13 inch 2012-10,2012,Intel Core i5-3210M,Intel HD Graphics 4000,"8 GB  ,, 1600 MHz, DDR3L, Hynix, H5TC4G83MFR, onboard",", 256 GB  ","13.30 inch 16:10, 2560 x 1600 pixel, Apple APPA014, IPS LED, 13.3-inch, Retina display, 227 DPI, glossy: yes","1.624 kg ( = 57.28 oz / 3.58 pounds), Power Supply: 225 g ( = 7.94 oz / 0.5 pounds)",2049 Euro
Apple MacBook Pro Retina 15 inch 2012-06,2012,Intel Core i7-3615QM,NVIDIA GeForce GT 650M,"8 GB  ,, DDR3L-12800S, 1600 MHz, onboard, Hynix, Typ: H5TC2G83CFR",", 256 GB  ","15.40 inch 16:10, 2880 x 1800 pixel, Apple APPA00F, IPS, Retina, 220 DPI, Diagonale: 39.11 Zentimeter, LED, glossy: yes","2.026 kg ( = 71.47 oz / 4.47 pounds), Power Supply: 321 g ( = 11.32 oz / 0.71 pounds)",2279 Euro
Apple MacBook Air 13 inch 2012-06 MD231LL/A,2012,Intel Core i5-3427U,Intel HD Graphics 4000,"4 GB  ,, 1600 MHz DDR3L SDRAM",", 128 GB  ","13.30 inch 16:10, 1440 x 900 pixel, Apple APP9CF0, TN, glossy: yes","1.35 kg ( = 47.62 oz / 2.98 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",1249 Euro
Apple MacBook Air 11 inch 2012-06 MD223D/A,2012,Intel Core i5-3317U,Intel HD Graphics 4000,"4 GB  ,, onboard, DDR3L-12600S, 1600 MHz","Apple SSD TS064E, 64 GB  ","11.60 inch 16:9, 1366 x 768 pixel, APP9CF3, TN-LED, 11.6 inches diagonal, glossy: yes","1.07 kg ( = 37.74 oz / 2.36 pounds), Power Supply: 190 g ( = 6.7 oz / 0.42 pounds)",1049 Euro
Apple MacBook Air 13 inch 2012-06 MD231LL/A,2012,Intel Core i5-3427U,Intel HD Graphics 4000,"4 GB  ,, 1600 MHz DDR3L SDRAM",", 128 GB  ","13.30 inch 16:10, 1440 x 900 pixel, Apple APP9CF0, TN, glossy: yes","1.35 kg ( = 47.62 oz / 2.98 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",1249 Euro
MD101LL/A,2012,Intel Core i5-3210M,Intel HD Graphics 4000,"4 GB  ,, DDR3 SDRAM PC3-12800","Hitachi Travelstar 5K750 HTS547550A9E384, 500 GB  ","13.30 inch 16:10, 1280 x 800 pixel, LG Philips LP133WX3-TLA4, glossy: yes","2.06 kg ( = 72.66 oz / 4.54 pounds), Power Supply: 240 g ( = 8.47 oz / 0.53 pounds)",1249 Euro
Apple MacBook Pro Retina 15 inch 2012-06,2012,Intel Core i7-3615QM,NVIDIA GeForce GT 650M,"8 GB  ,, DDR3L-12800S, 1600 MHz, onboard, Hynix, Typ: H5TC2G83CFR",", 256 GB  ","15.40 inch 16:10, 2880 x 1800 pixel, Apple APPA00F, IPS, Retina, 220 DPI, Diagonale: 39.11 Zentimeter, LED, glossy: yes","2.026 kg ( = 71.47 oz / 4.47 pounds), Power Supply: 321 g ( = 11.32 oz / 0.71 pounds)",2279 Euro
Apple MacBook Pro Retina 15 inch 2013-10,2013,Intel Core i7-4850HQ,NVIDIA GeForce GT 750M,"16 GB  ,, DDR3L 1600MHz Dual Channel","Apple SSD SM0512F, 512 GB  ","15.40 inch 16:10, 2880 x 1800 pixel, Apple APPA022, IPS, glossy: yes",2.012 kg ( = 70.97 oz / 4.44 pounds) ( = 0 oz / 0 pounds),2600 Euro
Apple MacBook Air 11 inch 2013-06 MD711D/A,2013,Intel Core i5-4250U,Intel HD Graphics 5000,"4 GB  ,, 1600 MHz LPDDR3","Apple SSD SM0128F, 128 GB  ","11.60 inch 16:9, 1366 x 768 pixel, LP116WH4-TJA3, LED, glossy: yes","1.082 kg ( = 38.17 oz / 2.39 pounds), Power Supply: 203 g ( = 7.16 oz / 0.45 pounds)",999 Euro
Apple MacBook Air 13 inch 2013 MD760D/A,2013,Intel Core i5-4250U,Intel HD Graphics 5000,"4 GB  ,, LPDDR3 1600 MHz, Dual-Channel, onboard","Apple SSD SM0128F, 128 GB  ","13.30 inch 16:10, 1440 x 900 pixel, LP133WP1-TJA7, APP9CDF, TN LED, glossy: yes","1.35 kg ( = 47.62 oz / 2.98 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",1100 Euro
Apple MacBook Pro Retina 13 inch 2013-10,2013,Intel Core i5-4258U,Intel Iris Graphics 5100,"8 GB  ,, DDR3L 800MHz 11-11-11-28 Dual-Channel","Apple SSD SM0256F, 256 GB  ","13.30 inch 16:10, 2560 x 1440 pixel, APPA020, IPS, glossy: yes","1.563 kg ( = 55.13 oz / 3.45 pounds), Power Supply: 247 g ( = 8.71 oz / 0.54 pounds)",1499 Euro
Apple MacBook Air 11 inch 2013-06 1.7 GHz 256 GB,2013,Intel Core i7-4650U,Intel HD Graphics 5000,"8 GB  ,, 1600 MHz LPDDR3","Apple SSD SD0256F, 256 GB  ","11.60 inch 16:9, 1366 x 768 pixel, LP116WH4-TJA3, TN LED, glossy: yes","1.082 kg ( = 38.17 oz / 2.39 pounds), Power Supply: 203 g ( = 7.16 oz / 0.45 pounds)",1448.99 Euro
Apple MacBook Air 13 inch 2013 MD760D/A,2013,Intel Core i5-4250U,Intel HD Graphics 5000,"4 GB  ,, LPDDR3 1600 MHz, Dual-Channel, onboard","Apple SSD SM0128F, 128 GB  ","13.30 inch 16:10, 1440 x 900 pixel, LP133WP1-TJA7, APP9CDF, TN LED, glossy: yes","1.35 kg ( = 47.62 oz / 2.98 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",1100 Euro
Apple MacBook Air 11 inch 2013-06 MD711D/A,2013,Intel Core i5-4250U,Intel HD Graphics 5000,"4 GB  ,, 1600 MHz LPDDR3","Apple SSD SM0128F, 128 GB  ","11.60 inch 16:9, 1366 x 768 pixel, LP116WH4-TJA3, LED, glossy: yes","1.082 kg ( = 38.17 oz / 2.39 pounds), Power Supply: 203 g ( = 7.16 oz / 0.45 pounds)",999 Euro
Apple MacBook Pro Retina 15 inch 2013-10,2014,Intel Core i7-4850HQ,NVIDIA GeForce GT 750M,"16 GB  ,, DDR3L 1600MHz Dual Channel","Apple SSD SM0512F, 512 GB  ","15.40 inch 16:10, 2880 x 1800 pixel, Apple APPA022, IPS, glossy: yes",2.012 kg ( = 70.97 oz / 4.44 pounds) ( = 0 oz / 0 pounds),2600 Euro
Apple MacBook Air 13 MD761D/B 2014-06,2014,Intel Core i5-4260U,Intel HD Graphics 5000,"4 GB  ,, 2x 2GB LPDDR3 SDRAM @ 1600 MHz","Apple SSD SD0256F, 256 GB  ","13.30 inch 16:10, 1440 x 900 pixel, LP133WP1-TJA7, APP9CDF, TN LED, glossy: yes",1.4 kg ( = 49.38 oz / 3.09 pounds) ( = 0 oz / 0 pounds),1199 Euro
Apple MacBook 12Early 2016) 1.1 GHz,2016,Intel Core m3-6Y30,Intel HD Graphics 515,"8 GB  ,, DDR3L-1866 soldered","Apple SSD AP0256, 256 GB  ","12.00 inch 16:10, 2304 x 1440 pixel 226 PPI, APPA027, IPS, glossy: yes","927 g ( = 32.7 oz / 2.04 pounds), Power Supply: 171 g ( = 6.03 oz / 0.38 pounds)",1449 Euro
MacBook Pro 15 - Apple SSD SM0256L,2016,Intel Core i7-6700HQ,AMD Radeon Pro 450,"16 GB  ,, 2133 MHz LPDDR3 RAM soldered",Apple SSD SM0256L,"15.40 inch 16:10, 2880 x 1800 pixel 220 PPI, IPS, glossy: yes","1.807 kg ( = 63.74 oz / 3.98 pounds), Power Supply: 369 g ( = 13.02 oz / 0.81 pounds)",2699 Euro
Apple MacBook Pro 13 20162.9 GHz),2016,Intel Core i5-6267U,Intel Iris Graphics 550,"8 GB  ,, LPDDR3-2133","Apple SSD AP0256, 256 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA033, glossy: yes","1.358 kg ( = 47.9 oz / 2.99 pounds), Power Supply: 269 g ( = 9.49 oz / 0.59 pounds)",1999 Euro
Apple MacBook Pro 13 2016,2016,Intel Core i5-6360U,Intel Iris Graphics 540,"8 GB  ,, LPDDR3","Apple SSD AP0256, 256 GB  ","13.30 inch, 2560 x 1600 pixel 227 PPI, APPA034, glossy: yes",1.37 kg ( = 48.33 oz / 3.02 pounds) ( = 0 oz / 0 pounds),1699 Euro
MacBook Pro 15 - Apple SSD SM0256L,2016,Intel Core i7-6700HQ,AMD Radeon Pro 450,"16 GB  ,, 2133 MHz LPDDR3 RAM soldered",Apple SSD SM0256L,"15.40 inch 16:10, 2880 x 1800 pixel 220 PPI, IPS, glossy: yes","1.807 kg ( = 63.74 oz / 3.98 pounds), Power Supply: 369 g ( = 13.02 oz / 0.81 pounds)",2699 Euro
Apple MacBook Pro 13 20162.9 GHz),2016,Intel Core i5-6267U,Intel Iris Graphics 550,"8 GB  ,, LPDDR3-2133","Apple SSD AP0256, 256 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA033, glossy: yes","1.358 kg ( = 47.9 oz / 2.99 pounds), Power Supply: 269 g ( = 9.49 oz / 0.59 pounds)",1999 Euro
Apple MacBook Pro 13 2016,2016,Intel Core i5-6360U,Intel Iris Graphics 540,"8 GB  ,, LPDDR3","Apple SSD AP0256, 256 GB  ","13.30 inch, 2560 x 1600 pixel 227 PPI, APPA034, glossy: yes",1.37 kg ( = 48.33 oz / 3.02 pounds) ( = 0 oz / 0 pounds),1699 Euro
Apple MacBook 12Early 2016) 1.1 GHz,2016,Intel Core m3-6Y30,Intel HD Graphics 515,"8 GB  ,, DDR3L-1866 soldered","Apple SSD AP0256, 256 GB  ","12.00 inch 16:10, 2304 x 1440 pixel 226 PPI, APPA027, IPS, glossy: yes","927 g ( = 32.7 oz / 2.04 pounds), Power Supply: 171 g ( = 6.03 oz / 0.38 pounds)",1449 Euro
Apple MacBook 12Early 2016) 1.3 GHz,2016,Intel Core m7-6Y75,Intel HD Graphics 515,"8 GB  ,, DDR3L-1866 verlötet","Apple SSD AP0256, 256 GB  ","12.00 inch 16:10, 2304 x 1440 pixel 226 PPI, IPS, glossy: yes",920 g ( = 32.45 oz / 2.03 pounds) ( = 0 oz / 0 pounds),1449 Euro
Apple MacBook Pro Retina 15 inch 2015-05,2015,Intel Core i7-4870HQ,AMD Radeon R9 M370X,"16 GB  ,, Dual-Channel DDR3L-1600, soldered","Apple SSD SM0512G, 512 GB  ","15.40 inch 16:10, 2880 x 1800 pixel 221 PPI, APPA02E, IPS panel, LED backlight, glossy: yes","2.04 kg ( = 71.96 oz / 4.5 pounds), Power Supply: 320 g ( = 11.29 oz / 0.71 pounds)",2799 Euro
Apple MacBook 12Early 2015) 1.1 GHz,2015,Intel Core M-5Y31,Intel HD Graphics 5300,"8 GB  ,, Dual-Channel LPDDR3-1600, soldered, no Slots","Apple SSD AP0256, 256 GB  ","12.00 inch 16:10, 2304 x 1440 pixel 226 PPI, Apple APPA027, IPS Panel, LED Backlight, glossy: yes","920 g ( = 32.45 oz / 2.03 pounds), Power Supply: 169 g ( = 5.96 oz / 0.37 pounds)",1449 Euro
Apple MacBook Pro Retina 13 inch 2015-03,2015,Intel Core i5-5257U,Intel Iris Graphics 6100,"8 GB  ,, LPDDR3-1866, dual-channel, soldered","Apple SSD SM0128G, 128 GB  ","13.30 inch 16:10, 2560 x 1600 pixel, APPA02A, IPS screen, LED backlight, glossy: yes",1.58 kg ( = 55.73 oz / 3.48 pounds) ( = 0 oz / 0 pounds),1449 Euro
Apple MacBook Air 11 inch 2015-03,2015,Intel Core i5-5250U,Intel HD Graphics 6000,"4 GB  ,, Dual-channel","Apple SSD SM0128F, 128 GB  ","11.00 inch 16:9, 1366 x 768 pixel, APP9CF3, IPS, glossy: yes","1.086 kg ( = 38.31 oz / 2.39 pounds), Power Supply: 220 g ( = 7.76 oz / 0.49 pounds)",1000 Euro
Apple MacBook Pro Retina 15 inch 2015-05,2015,Intel Core i7-4870HQ,AMD Radeon R9 M370X,"16 GB  ,, Dual-Channel DDR3L-1600, soldered","Apple SSD SM0512G, 512 GB  ","15.40 inch 16:10, 2880 x 1800 pixel 221 PPI, APPA02E, IPS panel, LED backlight, glossy: yes","2.04 kg ( = 71.96 oz / 4.5 pounds), Power Supply: 320 g ( = 11.29 oz / 0.71 pounds)",2799 Euro
MJVG2D/BTO6,2015,Intel Core i7-5650U,Intel HD Graphics 6000,"8 GB  ,, dual-channel","Apple SSD SD0256F, 256 GB  ","13.30 inch 16:10, 1440 x 900 pixel, Apple APP9CF0, TN LED, glossy: yes","1.365 kg ( = 48.15 oz / 3.01 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",1590 Euro
Apple MacBook 12Early 2015) 1.1 GHz,2015,Intel Core M-5Y31,Intel HD Graphics 5300,"8 GB  ,, Dual-Channel LPDDR3-1600, soldered, no Slots","Apple SSD AP0256, 256 GB  ","12.00 inch 16:10, 2304 x 1440 pixel 226 PPI, Apple APPA027, IPS Panel, LED Backlight, glossy: yes","920 g ( = 32.45 oz / 2.03 pounds), Power Supply: 169 g ( = 5.96 oz / 0.37 pounds)",1449 Euro
Apple MacBook 12Early 2015) 1.1 GHz,2015,Intel Core M-5Y31,Intel HD Graphics 5300,"8 GB  ,, Dual-Channel LPDDR3-1600, soldered, no Slots","Apple SSD AP0256, 256 GB  ","12.00 inch 16:10, 2304 x 1440 pixel 226 PPI, Apple APPA027, IPS Panel, LED Backlight, glossy: yes","920 g ( = 32.45 oz / 2.03 pounds), Power Supply: 169 g ( = 5.96 oz / 0.37 pounds)",1449 Euro
Apple MacBook Air 11 inch 2015-03,2015,Intel Core i5-5250U,Intel HD Graphics 6000,"4 GB  ,, Dual-channel","Apple SSD SM0128F, 128 GB  ","11.00 inch 16:9, 1366 x 768 pixel, APP9CF3, IPS, glossy: yes","1.086 kg ( = 38.31 oz / 2.39 pounds), Power Supply: 220 g ( = 7.76 oz / 0.49 pounds)",1000 Euro
Apple MacBook Pro Retina 13 inch 2015-03,2015,Intel Core i5-5257U,Intel Iris Graphics 6100,"8 GB  ,, LPDDR3-1866, dual-channel, soldered","Apple SSD SM0128G, 128 GB  ","13.30 inch 16:10, 2560 x 1600 pixel, APPA02A, IPS screen, LED backlight, glossy: yes",1.58 kg ( = 55.73 oz / 3.48 pounds) ( = 0 oz / 0 pounds),1449 Euro
Apple MacBook Pro Retina 13 inch 2015-03,2015,Intel Core i5-5257U,Intel Iris Graphics 6100,"8 GB  ,, LPDDR3-1866, dual-channel, soldered","Apple SSD SM0128G, 128 GB  ","13.30 inch 16:10, 2560 x 1600 pixel, APPA02A, IPS screen, LED backlight, glossy: yes",1.58 kg ( = 55.73 oz / 3.48 pounds) ( = 0 oz / 0 pounds),1449 Euro
Apple MacBook Pro 13 2017 Touchbar i5,2017,Intel Core i5-7267U,Intel Iris Plus Graphics 650,"8 GB  ,, DDR3L-2133, Dual-Channel","Apple SSD AP0256, 256 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA034, IPS, glossy: yes","1.37 kg ( = 48.33 oz / 3.02 pounds), Power Supply: 269 g ( = 9.49 oz / 0.59 pounds)",1999 Euro
"Apple MacBook Pro 15 20172.8 GHz, 555)",2017,Intel Core i7-7700HQ,AMD Radeon Pro 555,"16 GB  ,, LPDDR3-2133, Dual-Channel",Apple SSD SM0256L,"15.40 inch 16:10, 2880 x 1800 pixel 221 PPI, APPA031, IPS, glossy: yes","1.83 kg ( = 64.55 oz / 4.03 pounds), Power Supply: 369 g ( = 13.02 oz / 0.81 pounds)",2799 Euro
Apple MacBook Pro 13 2017,2017,Intel Core i5-7360U,Intel Iris Plus Graphics 640,"8 GB  ,, LPDDR3-2133, Dual-Channel","Apple SSD AP0128, 128 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA033, IPS, glossy: yes",1.37 kg ( = 48.33 oz / 3.02 pounds) ( = 0 oz / 0 pounds),1499 Euro
"Apple MacBook Pro 15 20172.9 GHz, 560)",2017,Intel Core i7-7820HQ,AMD Radeon Pro 560,"16 GB  ,, LPDDR3-2133, Dual-Channel",,"15.40 inch 16:10, 2880 x 1800 pixel 221 PPI, glossy: yes","1.83 kg ( = 64.55 oz / 4.03 pounds), Power Supply: 369 g ( = 13.02 oz / 0.81 pounds)",2799 Euro
"Apple MacBook Pro 15 20162.9 GHz, 460)",2017,Intel Core i7-6920HQ,AMD Radeon Pro 460,"16 GB  ,, 2133 MHz LPDDR3 RAM soldered","Apple SSD SM1024L, 1024 GB  ","15.40 inch 16:10, 2880 x 1800 pixel 220 PPI, Apple APPA030, IPS, glossy: yes","1.83 kg ( = 64.55 oz / 4.03 pounds), Power Supply: 369 g ( = 13.02 oz / 0.81 pounds)",4039 Euro
Apple MacBook Pro 13 2017,2017,Intel Core i5-7360U,Intel Iris Plus Graphics 640,"8 GB  ,, LPDDR3-2133, Dual-Channel","Apple SSD AP0128, 128 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA033, IPS, glossy: yes",1.37 kg ( = 48.33 oz / 3.02 pounds) ( = 0 oz / 0 pounds),1499 Euro
"Apple MacBook Pro 15 20172.8 GHz, 555)",2017,Intel Core i7-7700HQ,AMD Radeon Pro 555,"16 GB  ,, LPDDR3-2133, Dual-Channel",Apple SSD SM0256L,"15.40 inch 16:10, 2880 x 1800 pixel 221 PPI, APPA031, IPS, glossy: yes","1.83 kg ( = 64.55 oz / 4.03 pounds), Power Supply: 369 g ( = 13.02 oz / 0.81 pounds)",2799 Euro
Apple MacBook Pro 13 2017 Touchbar i5,2017,Intel Core i5-7267U,Intel Iris Plus Graphics 650,"8 GB  ,, DDR3L-2133, Dual-Channel","Apple SSD AP0256, 256 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA034, IPS, glossy: yes","1.37 kg ( = 48.33 oz / 3.02 pounds), Power Supply: 269 g ( = 9.49 oz / 0.59 pounds)",1999 Euro
Apple MacBook 12 2017,2017,Intel Core m3-7Y32,Intel HD Graphics 615,"8 GB  ,, 1866 MHz LPDDR3 (on‑board)","Apple SSD AP0256, 256 GB  ","12.00 inch 16:10, 2304 x 1440 pixel 226 PPI, APPA027, LED IPS, Retina display, glossy: yes",920 g ( = 32.45 oz / 2.03 pounds) ( = 0 oz / 0 pounds),1499 Euro
"Apple MacBook Air 13.3"" 1.8 GHz2017)",2017,Intel Core i5-5350U,Intel HD Graphics 6000,"8 GB  ,, 1600 MHz LPDDR3 onboard","Apple SSD SM0128G, 128 GB  ","13.30 inch 16:10, 1440 x 900 pixel 128 PPI, TN LED, glossy: yes","1.35 kg ( = 47.62 oz / 2.98 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",1099 Euro
"Apple MacBook Pro 15 20162.7 GHz, 455)",2017,Intel Core i7-6820HQ,AMD Radeon Pro 455,"16 GB  ,, 2133 MHz LPDDR3 RAM soldered","Apple SSD SM0512L, 512 GB  ","15.40 inch 16:10, 2880 x 1800 pixel 220 PPI, APPA031, IPS, glossy: yes",1.83 kg ( = 64.55 oz / 4.03 pounds) ( = 0 oz / 0 pounds),
"Apple MacBook Pro 15 20162.7 GHz, 455)",2017,Intel Core i7-6820HQ,AMD Radeon Pro 455,"16 GB  ,, 2133 MHz LPDDR3 RAM soldered","Apple SSD SM0512L, 512 GB  ","15.40 inch 16:10, 2880 x 1800 pixel 220 PPI, APPA031, IPS, glossy: yes",1.83 kg ( = 64.55 oz / 4.03 pounds) ( = 0 oz / 0 pounds),
"Apple MacBook Pro 15 20162.9 GHz, 460)",2017,Intel Core i7-6920HQ,AMD Radeon Pro 460,"16 GB  ,, 2133 MHz LPDDR3 RAM soldered","Apple SSD SM1024L, 1024 GB  ","15.40 inch 16:10, 2880 x 1800 pixel 220 PPI, Apple APPA030, IPS, glossy: yes","1.83 kg ( = 64.55 oz / 4.03 pounds), Power Supply: 369 g ( = 13.02 oz / 0.81 pounds)",4039 Euro
"Apple MacBook Pro 15 20182.9 GHz, 560X)",2018,Intel Core i9-8950HK,AMD Radeon RX 560X (Laptop),"16 GB  ,, DDR4-2400, soldered, up to 32 GB","512 MB NAND Flash, 0.5 GB  ","15.40 inch 16:10, 2880 x 1800 pixel 221 PPI, APPA040, IPS, glossy: yes","1.83 kg ( = 64.55 oz / 4.03 pounds), Power Supply: 370 g ( = 13.05 oz / 0.82 pounds)",3500 Euro
Apple MacBook Air 2018,2018,Intel Core i5-8210Y,Intel UHD Graphics 617,"8 GB  ,, LPDDR3-2133, soldered","Apple SSD AP0256, 256 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA039, IPS, glossy: yes","1.24 kg ( = 43.74 oz / 2.73 pounds), Power Supply: 178 g ( = 6.28 oz / 0.39 pounds)",1349 Euro
"Apple MacBook Pro 15 20182.6 GHz, 560X)",2018,Intel Core i7-8850H,AMD Radeon Pro 560X,"16 GB  ,, DDR4-2400, soldered, up to 32 GB","Apple SSD AP0512, 512 GB  ","15.40 inch 16:10, 2880 x 1800 pixel 221 PPI, APPA040, IPS, TrueTone, glossy: yes","1.83 kg ( = 64.55 oz / 4.03 pounds), Power Supply: 369 g ( = 13.02 oz / 0.81 pounds)",3299 Euro
Apple MacBook Pro 13 2018 Touchbar i7,2018,Intel Core i7-8559U,Intel Iris Plus Graphics 655,"32 GB  ,, DDR4 (soldered)","256 GB NVMe, 256 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, IPS, glossy: yes","1.37 kg ( = 48.33 oz / 3.02 pounds), Power Supply: 269 g ( = 9.49 oz / 0.59 pounds)",
Apple MacBook Air 2018,2018,Intel Core i5-8210Y,Intel UHD Graphics 617,"8 GB  ,, LPDDR3-2133, soldered","Apple SSD AP0256, 256 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA039, IPS, glossy: yes","1.24 kg ( = 43.74 oz / 2.73 pounds), Power Supply: 178 g ( = 6.28 oz / 0.39 pounds)",1349 Euro
"Apple MacBook Pro 15 20182.2 GHz, 555X)",2018,Intel Core i7-8750H,AMD Radeon Pro 555X,"16 GB  ,, DDR4-2400, aufgelötet, max. 32 GB","Apple SSD AP0256, 256 GB  ","15.60 inch 16:10, 2880 x 1800 pixel 218 PPI, APPA040, IPS, glossy: yes","1.83 kg ( = 64.55 oz / 4.03 pounds), Power Supply: 369 g ( = 13.02 oz / 0.81 pounds)",2799 Euro
"Apple MacBook Pro 15 20182.6 GHz, 560X)",2018,Intel Core i7-8850H,AMD Radeon Pro 560X,"16 GB  ,, DDR4-2400, soldered, up to 32 GB","Apple SSD AP0512, 512 GB  ","15.40 inch 16:10, 2880 x 1800 pixel 221 PPI, APPA040, IPS, TrueTone, glossy: yes","1.83 kg ( = 64.55 oz / 4.03 pounds), Power Supply: 369 g ( = 13.02 oz / 0.81 pounds)",3299 Euro
Apple MacBook Pro 13 2018 Touchbar i5,2018,Intel Core i5-8259U,Intel Iris Plus Graphics 655,"8 GB  ,, LPDDR3-2133, soldered",,"13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA03E, IPS, TrueTone, glossy: yes","1.37 kg ( = 48.33 oz / 3.02 pounds), Power Supply: 269 g ( = 9.49 oz / 0.59 pounds)",1999 Euro
Apple MacBook Pro 13 2019 i5 4TB3,2019,Intel Core i5-8279U,Intel Iris Plus Graphics 655,"8 GB  ,, LPDDR3-2133","Apple SSD AP0512, 512 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA03E, IPS, glossy: yes","1.37 kg ( = 48.33 oz / 3.02 pounds), Power Supply: 275 g ( = 9.7 oz / 0.61 pounds)",2249 Euro
Apple MacBook Pro 16 2019 Base 5300M,2019,Intel Core i7-9750H,AMD Radeon Pro 5300M,"16 GB  ,, DDR4-2666",,"16.00 inch 16:10, 3072 x 1920 pixel 226 PPI, IPS, glossy: yes",2 kg ( = 70.55 oz / 4.41 pounds) ( = 0 oz / 0 pounds),
Apple Macbook Air 2019,2019,Intel Core i5-8210Y,Intel UHD Graphics 617,"8 GB  ,, DDR3-2133, Dual-Channel, verlötet","Apple SSD AP0256, 256 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA041, IPS, glossy: yes","1.25 kg ( = 44.09 oz / 2.76 pounds), Power Supply: 178 g ( = 6.28 oz / 0.39 pounds)",1299 Euro
"Apple MacBook Pro 15 2019, i9 560X",2019,Intel Core i9-9880H,AMD Radeon RX 560 (Laptop),"16 GB  ,, DDR4-2400","512 GB UFS 2.1 Flash, 512 GB  ","15.40 inch 16:10, 2880 x 1800 pixel 221 PPI, IPS/​IGZO, glossy: yes",1.83 kg ( = 64.55 oz / 4.03 pounds) ( = 0 oz / 0 pounds),2800 Euro
Apple MacBook Pro 16 2019 i9 5500M,2019,Intel Core i9-9880H,AMD Radeon Pro 5500M,"16 GB  ,, DDR4-2666",", 1024 GB  ","16.00 inch 16:10, 3072 x 1920 pixel 226 PPI, APPA044, IPS, Retina, glossy: yes","2 kg ( = 70.55 oz / 4.41 pounds), Power Supply: 359 g ( = 12.66 oz / 0.79 pounds)",3199 Euro
Apple MacBook Pro 13 2019-Z0WQ,2019,,Intel Iris Plus Graphics 655,"8 GB  ,, DDR3-2133","256 GB NVMe, 256 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, IPS, glossy: yes",1.37 kg ( = 48.33 oz / 3.02 pounds) ( = 0 oz / 0 pounds),1800 Euro
Apple MacBook Pro 13 2019 i5 4TB3,2019,Intel Core i5-8279U,Intel Iris Plus Graphics 655,"8 GB  ,, LPDDR3-2133","Apple SSD AP0512, 512 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, APPA03E, IPS, glossy: yes","1.37 kg ( = 48.33 oz / 3.02 pounds), Power Supply: 275 g ( = 9.7 oz / 0.61 pounds)",2249 Euro
"Apple MacBook Pro 15 20182.9 GHz, Vega 20)",2019,Intel Core i9-8950HK,AMD Radeon Pro Vega 20,"32 GB  ,, DDR4-2400, soldered, up to 32 GB",", 1024 GB  ","15.60 inch 16:10, 2880 x 1800 pixel 218 PPI, APPA040, IPS, TrueTone, glossy: yes","1.83 kg ( = 64.55 oz / 4.03 pounds), Power Supply: 369 g ( = 13.02 oz / 0.81 pounds)",8349 Euro
Apple MacBook Pro 13 Late 2020 M1 Entry8 / 256 GB),2020,Apple M1,Apple M1 8-Core GPU,"8 GB  ,, LPDDR4X-4266","Apple SSD AP0256, 256 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, IPS, glossy: yes, 60 Hz","1.374 kg ( = 48.47 oz / 3.03 pounds), Power Supply: 275 g ( = 9.7 oz / 0.61 pounds)",1449 Euro
