Laptop_name,Year,CPU,GPU,Memory,Storage,Display,Weight(kg),Price
Lenovo IdeaPad Y580-20994BU,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 660M,"8 GB  ,, DDR3 SDRAM 1600 MHz","Seagate Momentus SpinPoint M8 ST1000LM024, 1000 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, LG Display LGD01E9, TN LED, glossy: yes","2.82 kg ( = 99.47 oz / 6.22 pounds), Power Supply: 410 g ( = 14.46 oz / 0.9 pounds)",1099 Euro
"Lenovo ThinkPad Edge E530, Sandy Bridge",2012,Intel Core i5-2450M,NVIDIA GeForce GT 630M,"4 GB  ,, 1x 4GB DDR3 PC3-12800, 1 empty slot ","WDC Scorpio Blue WD7500BPVT-08HXZT1, 750 GB  ","15.60 inch 16:9, 1366 x 768 pixel, LEN40B0 LTN156AT24401, glossy: no","2.43 kg ( = 85.72 oz / 5.36 pounds), Power Supply: 450 g ( = 15.87 oz / 0.99 pounds)",720 Euro
Lenovo Thinkpad L530 2479-3BG,2012,Intel Core i5-3360M,Intel HD Graphics 4000,"4 GB  ,, PC3-12800 DDR3 SDRAM",", 500 GB  ","15.60 inch 16:9, 1600 x 900 pixel, LEN40B1, TN LED, glossy: no","2.63 kg ( = 92.77 oz / 5.8 pounds), Power Supply: 360 g ( = 12.7 oz / 0.79 pounds)",999 Euro
Lenovo ThinkPad T530 2429-5XG,2012,Intel Core i7-3520M,NVIDIA NVS 5400M,"8 GB  ,, 2x 4 GB DDR3-RAM",", 500 GB  ","15.60 inch 16:9, 1600 x 900 pixel, AU Optronics B156RW01, glossy: no","2.7 kg ( = 95.24 oz / 5.95 pounds), Power Supply: 300 g ( = 10.58 oz / 0.66 pounds)",1500 Euro
Lenovo X121e NWS62GE,2012,AMD E-300,AMD Radeon HD 6310,"4 GB  ,, 1x 4GB DDR3 PC3-10600, 1 slot free","Seagate Momentus Thin ST320LT007-9ZV142, 320 GB  ","11.60 inch 16:9, 1366 x 768 pixel, LEN40D1, B116XW03V1, TN LED, glossy: no","1.54 kg ( = 54.32 oz / 3.4 pounds), Power Supply: 340 g ( = 11.99 oz / 0.75 pounds)",450 Euro
Lenovo IdeaPad U310,2012,Intel Core i5-3317U,Intel HD Graphics 4000,"4 GB  ,, DDR3 SDRAM 800 MHz",", 500 GB  ","13.30 inch 16:9, 1366 x 768 pixel, AUO102C, glossy: yes","1.7 kg ( = 59.97 oz / 3.75 pounds), Power Supply: 250 g ( = 8.82 oz / 0.55 pounds)",750 Euro
Lenovo IdeaPad Y580-M772BUK,2012,Intel Core i5-3210M,NVIDIA GeForce GTX 660M,8 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel",2.8 kg ( = 98.77 oz / 6.17 pounds) ( = 0 oz / 0 pounds),
Lenovo IdeaPad U300s-M6842GE,2012,Intel Core i5-2467M,Intel HD Graphics 3000,4 GB  ,,"13.30 inch 16:9, 1366 x 768 pixel, glossy: yes",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),
Lenovo ThinkPad X230,2012,Intel Core i5-3320M,Intel HD Graphics 4000,"4 GB  ,, 862.6 MHz Single-Channel 11-11-11-28 timing",", 320 GB  ","12.50 inch 16:9, 1366 x 768 pixel, LP125WH2-SLB1, IPS, glossy: no","1.35 kg ( = 47.62 oz / 2.98 pounds), Power Supply: 230 g ( = 8.11 oz / 0.51 pounds)",
Lenovo ThinkPad X1 NWK3QGE,2012,Intel Core i7-2640M,Intel HD Graphics 3000,"8 GB  ,, 1x 8192 MB Elpida DDR3-1333 (667 MHz), 1 Slot","Intel SSD 320 Series SSDSA2BW160G3L, 160 GB  ","13.30 inch 16:9, 1366 x 768 pixel, Lenovo LP133WH2-TLM5, LED-Backlight, Gorilla Glass, glossy: yes","1.75 kg ( = 61.73 oz / 3.86 pounds), Power Supply: 337 g ( = 11.89 oz / 0.74 pounds)",1800 Euro
Lenovo ThinkPad X130e,2012,AMD E-450,AMD Radeon HD 6320,"4 GB  ,, 1x 4 GB DDR3 SDRAM (533 MHz), 2 Slots","Hitachi Travelstar Z5K320 HTS543232A7A384, 320 GB  ","11.60 inch 16:9, 1366 x 768 pixel, Lenovo B116XW03 V1, LED Backlight, glossy: no","1.73 kg ( = 61.02 oz / 3.81 pounds), Power Supply: 340 g ( = 11.99 oz / 0.75 pounds)",500 Euro
Lenovo ThinkPad Edge E525-NZ63EGE,2012,AMD A8-3520M,AMD Radeon HD 6620G,4 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: no",2.4 kg ( = 84.66 oz / 5.29 pounds) ( = 0 oz / 0 pounds),600 Euro
Lenovo ThinkPad X1 NWK3QGE,2012,Intel Core i7-2640M,Intel HD Graphics 3000,"8 GB  ,, 1x 8192 MB Elpida DDR3-1333 (667 MHz), 1 Slot","Intel SSD 320 Series SSDSA2BW160G3L, 160 GB  ","13.30 inch 16:9, 1366 x 768 pixel, Lenovo LP133WH2-TLM5, LED-Backlight, Gorilla Glass, glossy: yes","1.75 kg ( = 61.73 oz / 3.86 pounds), Power Supply: 337 g ( = 11.89 oz / 0.74 pounds)",1800 Euro
Lenovo IdeaPad Y570-M62GZUK,2012,Intel Core i7-2670QM,NVIDIA GeForce GT 555M,8 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.7 kg ( = 95.24 oz / 5.95 pounds) ( = 0 oz / 0 pounds),
Lenovo IdeaPad G570-59-325775,2012,Intel Pentium B960,Intel HD Graphics 2000,2048 MB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.6 kg ( = 91.71 oz / 5.73 pounds) ( = 0 oz / 0 pounds),400 Euro
Lenovo ThinkPad Edge E425-NZ539PB,2012,AMD A6-3400M,AMD Radeon HD 6470M,4 GB  ,,"14.00 inch 16:9, 1366 x 768 pixel, glossy: yes",2.4 kg ( = 84.66 oz / 5.29 pounds) ( = 0 oz / 0 pounds),
Lenovo IdeaPad U400-09932DU,2012,Intel Core i5-2430M,AMD Radeon HD 6470M,8 GB  ,"WDC Scorpio Blue WD7500BPVT-24HXZ, 750 GB  ","14.00 inch 16:9, 1366 x 768 pixel, glossy: yes","1.98 kg ( = 69.84 oz / 4.37 pounds), Power Supply: 226.8 g ( = 8 oz / 0.5 pounds)",800 Euro
Lenovo ThinkPad Edge E525-NZ62KGE,2012,AMD A8-3500M,AMD Radeon HD 6620G,"4 GB  ,, Samsung, DDR3-10600, 1333 MHz, max. 8 GB, 2 slots","WDC Scorpio Blue WD7500BPVT-08HXZT1, 750 GB  ","15.60 inch 16:9, 1366 x 768 pixel, LG Display LP156WH4-TLB1, LED-Backlit, glossy: no","2.4 kg ( = 84.66 oz / 5.29 pounds), Power Supply: 174 g ( = 6.14 oz / 0.38 pounds)",600 Euro
Lenovo IdeaPad Z570-M55B2GE,2012,Intel Core i7-2670QM,NVIDIA GeForce GT 540M,8 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.6 kg ( = 91.71 oz / 5.73 pounds) ( = 0 oz / 0 pounds),750 Euro
Lenovo B570-M58G4GE,2012,Intel Core i3-2330M,Intel HD Graphics 3000,"4 GB  ,, DDR3 (PC3-10600)","Hitachi Travelstar 5K750 HTS547550A9E384, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, glossy: yes","2.42 kg ( = 85.36 oz / 5.34 pounds), Power Supply: 330 g ( = 11.64 oz / 0.73 pounds)",420 Euro
Lenovo B570-M58G4GE,2012,Intel Core i3-2330M,Intel HD Graphics 3000,"4 GB  ,, DDR3 (PC3-10600)","Hitachi Travelstar 5K750 HTS547550A9E384, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, glossy: yes","2.42 kg ( = 85.36 oz / 5.34 pounds), Power Supply: 330 g ( = 11.64 oz / 0.73 pounds)",420 Euro
Lenovo ThinkPad Edge E320-NWY5WPB,2012,Intel Core i5-2430M,Intel HD Graphics 3000,4 GB  ,,"13.30 inch 16:9, 1366 x 768 pixel, glossy: no",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),700 Euro
MSI GT70 0NE-255FR,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 680M,12 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",3.8 kg ( = 134.04 oz / 8.38 pounds) ( = 0 oz / 0 pounds),2300 Euro
MSI GE70-i547W7H,2012,Intel Core i5-3210M,NVIDIA GeForce GT 650M,"4 GB  ,, PC3-10700 667MHz Nanya Technology","WDC Scorpio Blue WD5000BPVT-22HXZT3, 500 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, CMO N173HGE-L11, glossy: no","3.049 kg ( = 107.55 oz / 6.72 pounds), Power Supply: 547 g ( = 19.29 oz / 1.21 pounds)",900 Euro
MSI GT70 0ND-410XPL,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 675M,12 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",3.8 kg ( = 134.04 oz / 8.38 pounds) ( = 0 oz / 0 pounds),
MSI GT70 0NC-017NL,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 670M,16 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",3.9 kg ( = 137.57 oz / 8.6 pounds) ( = 0 oz / 0 pounds),2200 Euro
MSI GT70PH-i7169BWW7H,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 670M,"16 GB  ,, 4x 4096 MB SO-DIMM DDR3-RAM (1600 MHz), 4 slots, max. 32 GB","2x SanDisk U100 (RAID 0), 64 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, Chi Mei N173HGE-L11 (CMO1720), Full HD, LED backlight, diagonal: 43.9 cm, glossy: no","3.826 kg ( = 134.96 oz / 8.43 pounds), Power Supply: 858 g ( = 30.27 oz / 1.89 pounds)",2200 Euro
MSI CX70-i789BW7H,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 640M,"8 GB  ,, Nanya Technology, PC3-10600 DDR3 RAM,2 USB 2.0, 2 USB 3.0 / 3.1 Gen1, 1 VGA, 1 HDMI, 1 Kensington Lock, Audio Connections: 1 (3.5 mm) headphone, 1 (3.5 mm) microphone, Card Reader: 7in1 card reader (MMC, SD Memory Card, SDHC, xD-Picture Card, Memory Stick, Memory Stick Pro, SDXC)",", 750 GB  ","17.30 inch 16:9, 1600 x 900 pixel, LG Phillips 173WD1, LED backlight, glossy: no",2.7 kg ( = 95.24 oz / 5.95 pounds) ( = 0 oz / 0 pounds),999 Euro
MSI GE60-i789W7H,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 650M,"8 GB  ,, 2x 4096 MB Nanya DDR3-1333 CL9, 2 slots","WDC Scorpio Blue WD7500BPVT-22HXZT3, 750 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, LG Philips LP156WF1-TLF3, LED backlight, glossy: no","2.6 kg ( = 91.71 oz / 5.73 pounds), Power Supply: 550 g ( = 19.4 oz / 1.21 pounds)",1000 Euro
MSI GT60 0ND-093NL,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 675M,16 GB  ,,"15.60 inch 16:9, 1920 x 1080 pixel, glossy: yes",,2100 Euro
MSI GE60-i547W7H,2012,Intel Core i5-3210M,NVIDIA GeForce GT 650M,4 GB  ,,"15.60 inch 16:10, 1920 x 1080 pixel, glossy: yes",2.4 kg ( = 84.66 oz / 5.29 pounds) ( = 0 oz / 0 pounds),800 Euro
MSI GT70-0NC-048FR,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 670M,12 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",3.8 kg ( = 134.04 oz / 8.38 pounds) ( = 0 oz / 0 pounds),1900 Euro
MSI GE70-i547W7H,2012,Intel Core i5-3210M,NVIDIA GeForce GT 650M,"4 GB  ,, PC3-10700 667MHz Nanya Technology","WDC Scorpio Blue WD5000BPVT-22HXZT3, 500 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, CMO N173HGE-L11, glossy: no","3.049 kg ( = 107.55 oz / 6.72 pounds), Power Supply: 547 g ( = 19.29 oz / 1.21 pounds)",900 Euro
MSI GT60-i789W7H,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 670M,"8 GB  ,, 2x 4 GB DDR3-RAM",", 750 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, LP156WF1-TLF3, glossy: no","3.5 kg ( = 123.46 oz / 7.72 pounds), Power Supply: 900 g ( = 31.75 oz / 1.98 pounds)",1400 Euro
MSI GT60-i789W7H,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 670M,"8 GB  ,, 2x 4 GB DDR3-RAM",", 750 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, LP156WF1-TLF3, glossy: no","3.5 kg ( = 123.46 oz / 7.72 pounds), Power Supply: 900 g ( = 31.75 oz / 1.98 pounds)",1400 Euro
MSI GT70-0NC-016UK,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 670M,12 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: no",3.9 kg ( = 137.57 oz / 8.6 pounds) ( = 0 oz / 0 pounds),2500 Euro
MSI GT70PH-i7169BWW7H,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 670M,"16 GB  ,, 4x 4096 MB SO-DIMM DDR3-RAM (1600 MHz), 4 slots, max. 32 GB","2x SanDisk U100 (RAID 0), 64 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, Chi Mei N173HGE-L11 (CMO1720), Full HD, LED backlight, diagonal: 43.9 cm, glossy: no","3.826 kg ( = 134.96 oz / 8.43 pounds), Power Supply: 858 g ( = 30.27 oz / 1.89 pounds)",2200 Euro
MSI GE70-i789W7H,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 650M,"8 GB  ,, DDR3, 1333 MHz, max. 32 GByteN,2 USB 2.0, 2 USB 3.0 / 3.1 Gen1, 1 VGA, 1 HDMI, 1 Kensington Lock, Audio Connections: 1x Kopfhörer (3,5 mm), 1x Mikrofon (3,5mm), Card Reader: 7-in-1 Kartenleser (MMC, SD Memory Card, SDHC, xD-Picture Card, Memory Stick, Memory Stick Pro, SDXC)",", 750 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, N173HGE-L11, LED Hintergrundbeleuchtung, glossy: no",2.7 kg ( = 95.24 oz / 5.95 pounds) ( = 0 oz / 0 pounds),1100 Euro
MSI Wind U180-003PL,2012,Intel Atom N2600,Intel Graphics Media Accelerator (GMA) 3650,1024 MB  ,,"10.00 inch 16:10, 1024 x 600 pixel, glossy: yes",1000 g ( = 35.27 oz / 2.2 pounds) ( = 0 oz / 0 pounds),300 Euro
MSI GT780DXR-425FR,2012,Intel Core i7-2670QM,NVIDIA GeForce GTX 570M,8 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",3.9 kg ( = 137.57 oz / 8.6 pounds) ( = 0 oz / 0 pounds),1600 Euro
MSI GT683-281PL,2012,Intel Core i5-2410M,NVIDIA GeForce GTX 560M,4 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel",3.5 kg ( = 123.46 oz / 7.72 pounds) ( = 0 oz / 0 pounds),
MSI GE620DX-802XTR,2012,Intel Core i5-2450M,NVIDIA GeForce GT 635M,6 GB  ,,"15.60 inch 16:9, 1920 x 1080 pixel, glossy: yes",2.4 kg ( = 84.66 oz / 5.29 pounds) ( = 0 oz / 0 pounds),750 Euro
MSI GE620DX-T-34,2012,Intel Core i5-2410M,NVIDIA GeForce GT 555M,,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.4 kg ( = 84.66 oz / 5.29 pounds) ( = 0 oz / 0 pounds),
LG Gram 15Z970-AAAS7U1,2017,Intel Core i7-7500U,Intel HD Graphics 620,16 GB  , 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no",1.1 kg ( = 38.8 oz / 2.43 pounds) ( = 0 oz / 0 pounds),1700 Euro
Lenovo Legion Y520-15IKBN-80WK004VGE,2017,Intel Core i5-7300HQ,NVIDIA GeForce GTX 1050 Mobile,"16 GB  ,, DDR4 2400 MHz", HDD: 1TB + SSD: 128GB M.2 PCIe/AHCI (2280/M-Key Slot),"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no",2.4 kg ( = 84.66 oz / 5.29 pounds) ( = 0 oz / 0 pounds),1000 Euro
Lenovo IdeaPad 100S-14IBR-80R900HXGE,2017,Intel Celeron N3060,Intel HD Graphics 400 (Braswell),"4 GB  ,, DDR3L-1600","64 GB SSD, 64 GB  ","14.10 inch 16:9, 1366 x 768 pixel 111 PPI, LED",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),300 Euro
Huawei Matebook E,2017,Intel Core i5-7Y54,Intel HD Graphics 615,"8 GB  ,, LPDDR3","256 GB NVMe, 256 GB  ","12.10 inch 16:9, 2160 x 1440 pixel 215 PPI, Capacitive, IPS, glossy: yes, detachable screen",1.1 kg ( = 38.8 oz / 2.43 pounds) ( = 0 oz / 0 pounds),1300 Euro
HP Spectre x360 15-bl002xx,2017,Intel Core i7-7500U,NVIDIA GeForce 940MX,"16 GB  ,, DDR4-2133 SDRAM","Toshiba XG4 NVMe (THNSN5512GPUK), 512 GB  ","15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, yes, native pen support, UHD UWVA eDP BrightView WLED-backlit , IPS, BOE06C3, glossy: yes","2.002 kg ( = 70.62 oz / 4.41 pounds), Power Supply: 432 g ( = 15.24 oz / 0.95 pounds)",1400 USD
Gigabyte Sabre 15G,2017,Intel Core i7-7700HQ,NVIDIA GeForce GTX 1050 Mobile,"16 GB  ,, DDR4-2400, PC4-19200, 17-17-17-39, 1300 MHz, Single-Channel","Liteonit CV3-8D128, 128 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, ID: LGD0533, Name: LG Display LP156WF6-SPK3, IPS, glossy: no","2.495 kg ( = 88.01 oz / 5.5 pounds), Power Supply: 635 g ( = 22.4 oz / 1.4 pounds)",1000 USD
"Dell XPS 15 9560i7-7700HQ, FHD)",2017,Intel Core i7-7700HQ,NVIDIA GeForce GTX 1050 Mobile,"16 GB  ,, 1300 MHz, Dual-Channel, 17-17-17-39, 2x SODIMM",,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS","2.1 kg ( = 74.08 oz / 4.63 pounds), Power Supply: 430 g ( = 15.17 oz / 0.95 pounds)",1900 Euro
Asus ZenBook Flip UX560UQ 2017,2017,Intel Core i7-7500U,NVIDIA GeForce 940MX,"12 GB  ,, DDR4 2133MHz","512 MB NAND Flash, 0.5 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, Capacitive, IPS, glossy: no",2.3 kg ( = 81.13 oz / 5.07 pounds) ( = 0 oz / 0 pounds),1400 Euro
Acer Spin 5 SP515-51N-54WQ,2017,Intel Core i5-8250U,Intel UHD Graphics 620,8 GB  , 1000 GB HDD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: yes",2.2 kg ( = 77.6 oz / 4.85 pounds) ( = 0 oz / 0 pounds),
Mi Notebook Air 13.3,2016,Intel Core i5-6200U,NVIDIA GeForce 940MX,"8 GB  ,, DDR4 2133 MHz, single-channel, firmly fitted","Samsung PM951 NVMe MZVLV256, 256 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, Samsung LTN133HL09-M01, IPS, glossy: yes","1.28 kg ( = 45.15 oz / 2.82 pounds), Power Supply: 218 g ( = 7.69 oz / 0.48 pounds)",867 Euro
MSI GT73VR-6RF4K32SR451 Titan Pro,2016,Intel Core i7-6820HK,NVIDIA GeForce GTX 1080 Mobile,"32 GB  ,, SO-DIMM DDR4-2400, Dual-Channel"," 1TB HDD + 512GB SSD (2x 256GB RAID 0, NVMe, M.2 2280)","17.30 inch 16:9, 3840 x 2160 pixel 255 PPI, TN, glossy: no","4.07 kg ( = 143.57 oz / 8.97 pounds), Power Supply: 772 g ( = 27.23 oz / 1.7 pounds)",3800 Euro
"Yoga Book Windows YB1-X91L 64GB, LTE",2016,Intel Atom x5-Z8550,Intel HD Graphics 400 (Braswell),"4 GB  ,, LPDDR3 dual-channel","64 GB eMMC Flash, 64 GB  ","10.10 inch 16:10, 1920 x 1080 pixel 218 PPI, On screen: Capacitive Touch and AnyPen Technology / CreativePad: Capacitive Touch and EMR Pen Technology, native pen support, nicht auslesbar, Farbgamut: 70% lt. Hersteller, IPS , Capacitive Touch with AnyPen Technology, color depth: 16.7 Million, Color Gamut: 70%, brightness: 400 nits , glossy: yes","695 g ( = 24.52 oz / 1.53 pounds), Power Supply: 87 g ( = 3.07 oz / 0.19 pounds)",699 Euro
Intel Skull Canyon NUC6i7KYK,2016,Intel Core i7-6770HQ,Intel Iris Pro Graphics 580,"8 GB  ,, DDR4 PC4-17000, 1300 MHz, 15-15-15-36, Dual-Channel, ","Samsung SSD 850 EVO m.2 120GB, 120 GB  ","4 USB 3.0 / 3.1 Gen1, 1 USB 3.1 Gen2, 1 Thunderbolt, 1 HDMI, 1 DisplayPort, 1 Infrared, Audio Connections: 3.5 mm earphones, Toslink, Card Reader: SDXC w. UHS-I support","623 g ( = 21.98 oz / 1.37 pounds), Power Supply: 402 g ( = 14.18 oz / 0.89 pounds)",650 USD
Lenovo Ideapad Miix 700-80QL00BUGE,2016,Intel Core m7-6Y75,Intel HD Graphics 515,"8 GB  ,, LPDDR3-1866","Samsung MZRPC256HADR-000SO, 256 GB  ","12.10 inch 16:9, 2160 x 1440 pixel 214 PPI, native pen support, Samsung L_QLLTN120QL01L01, IPS, capacitive, 10 touch points, native pen support, glossy: yes, detachable screen",780 g ( = 27.51 oz / 1.72 pounds) ( = 0 oz / 0 pounds),1300 Euro
Huawei MateBook m5-6Y54,2016,Intel Core m5-6Y54,Intel HD Graphics 515,"8 GB  ,, LPDDR3L Dual Channel","SanDisk SD8SN8U256G1027, 256 GB  ","12.00 inch 3:2, 2160 x 1440 pixel 216 PPI, capacitive multi-touch, native pen support, TMA 1200 Unknown Vendor, IPS, support MatePen, glossy: yes, detachable screen","1.167 kg ( = 41.16 oz / 2.57 pounds), Power Supply: 114 g ( = 4.02 oz / 0.25 pounds)",1200 Euro
HP EliteBook Folio G1 V1C37EA,2016,Intel Core m5-6Y54,Intel HD Graphics 515,"8 GB  ,, LPDDR3-1866, Dual-Channel, soldered, no slots","Samsung SM951 MZVPV256 m.2, 256 GB  ","12.50 inch 16:9, 1920 x 1080 pixel 176 PPI, AUO226D, IPS, glossy: no","979 g ( = 34.53 oz / 2.16 pounds), Power Supply: 285 g ( = 10.05 oz / 0.63 pounds)",1520 Euro
Gigabyte Aero 14-P64WV6,2016,Intel Core i7-6700HQ,NVIDIA GeForce GTX 1060 Mobile,"16 GB  ,, DDR4 2400 MHz", 512GB SSD,"14.00 inch 16:9, 2560 x 1440 pixel 210 PPI, IPS, glossy: no",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),2000 Euro
Gigabyte P35X v6-PC4K4D,2016,Intel Core i7-6700HQ,NVIDIA GeForce GTX 1070 Mobile,"16 GB  ,, DDR4 2133/2400 MHz SO-DIMM"," 512GB M.2 SATA SSD, 1TB 7200rpm","15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, IPS, glossy: no",2.3 kg ( = 81.13 oz / 5.07 pounds) ( = 0 oz / 0 pounds),2200 Euro
Gigabyte P37X v6-DE426T,2016,Intel Core i7-6700HQ,NVIDIA GeForce GTX 1070 Mobile,"16 GB  ,, DDR4 2400 MHz SO-DIMM, 2 slots (Max 32GB)"," 1TB HDD + 512GB SSD M.2 SATA/​AHCI (2280/​M-Key Slot, NVMe-Support)","17.30 inch 16:9, 3840 x 2160 pixel 255 PPI, IPS, glossy: no",2.8 kg ( = 98.77 oz / 6.17 pounds) ( = 0 oz / 0 pounds),2800 Euro
Gigabyte P57X v6,2016,Intel Core i7-6700HQ,NVIDIA GeForce GTX 1070 Mobile,"16 GB  ,, DDR4 2133 MHz","Transcend MTS800 256GB M.2 (TS256GMTS800), 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, no, LGD0469, IPS, glossy: no","3.246 kg ( = 114.5 oz / 7.16 pounds), Power Supply: 938 g ( = 33.09 oz / 2.07 pounds)",1999 USD Euro
Gigabyte P55W v6,2016,Intel Core i7-6700HQ,NVIDIA GeForce GTX 1060 Mobile,"16 GB  ,, SO-DIMM DDR4-2133, Dual-Channel, 2 slots, 2 occupied, max. 32 GB","Transcend MTS800 128GB M.2 (TS128GMTS800), 128 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, LG Philips LP156WF4 (LGD040E), IPS, Full-HD, glossy: no","2.66 kg ( = 93.83 oz / 5.86 pounds), Power Supply: 640 g ( = 22.58 oz / 1.41 pounds)",1600 EUR
Gigabyte Aero 14-K-ES-CF1,2016,Intel Core i7-6700HQ,NVIDIA GeForce GTX 965M,"16 GB  ,, DDR4 2133 Mhz", 256 GB SSD M.2 (nvme),"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),
Gigabyte P57x V6-CF2,2016,Intel Core i7-6700HQ,NVIDIA GeForce GTX 1070 Mobile,"16 GB  ,, DDR4 2133 MHz SO-DIMM, 2 slots (Max 32GB)"," 1 TByte HGST Travelstar 7K1000 (7200rpm, 32 MByte Cache) + 256 GByte Transcend MTS800 (M.2, SATA)","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no",3 kg ( = 105.82 oz / 6.61 pounds) ( = 0 oz / 0 pounds),2200 Euro
Gigabyte P57X v6,2016,Intel Core i7-6700HQ,NVIDIA GeForce GTX 1070 Mobile,"16 GB  ,, DDR4 2133 MHz","Transcend MTS800 256GB M.2 (TS256GMTS800), 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, no, LGD0469, IPS, glossy: no","3.246 kg ( = 114.5 oz / 7.16 pounds), Power Supply: 938 g ( = 33.09 oz / 2.07 pounds)",1999 USD Euro
Gigabyte Aero 14-W-CF2,2016,Intel Core i7-6700HQ,NVIDIA GeForce GTX 970M,"16 GB  ,, DDR4 2133, 2 slots (Max 32GB)", 512GB PCIe SSD,"14.00 inch 16:9, 2560 x 1440 pixel 210 PPI, IPS, glossy: no",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),1800 Euro
P37Xv5-CF3DE,2016,Intel Core i7-6700HQ,NVIDIA GeForce GTX 980M,"16 GB  ,, 2x 8 GB DDR4-2133, Dual-Channel, 2of 2 Slots occupied, up to 32 GB","Samsung SM951 MZVPV256HDGL m.2 PCI-e, 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, LP173WF4-SPF1 (LGD0469), IPS, Full HD, glossy: no","2.92 kg ( = 103 oz / 6.44 pounds), Power Supply: 700 g ( = 24.69 oz / 1.54 pounds)",2600 Euro
Gigabyte P35W v5,2016,Intel Core i7-6700HQ,NVIDIA GeForce GTX 970M,"16 GB  ,, DDR4 2133, 2 slots ","128 GB SATA SSD, 128 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no",2.4 kg ( = 84.66 oz / 5.29 pounds) ( = 0 oz / 0 pounds),800 Euro
