Laptop_name,Year,CPU,GPU,Memory,Storage,Display,Weight(kg),Price
Acer Aspire One 722-C68kk,2012,AMD C-60,AMD Radeon HD 6290,2048 MB  ,,"11.60 inch 16:9, 1366 x 768 pixel, glossy: yes",1.4 kg ( = 49.38 oz / 3.09 pounds) ( = 0 oz / 0 pounds),
Acer TravelMate TimelineX 8481TG-2464G38nkk,2012,Intel Core i5-2467M,NVIDIA GeForce GT 520M,"4 GB  ,, DDR3-SDRAM (1333 MHz), 2 slots, max. 8 GB","SanDisk SSD P4, 64 GB  ","14.00 inch 16:9, 1366 x 768 pixel, LG LP140WH6-TJB1, LED backlight, glossy: no","1.806 kg ( = 63.7 oz / 3.98 pounds), Power Supply: 209 g ( = 7.37 oz / 0.46 pounds)",949 Euro
Acer TravelMate 5760G-2454G50Mnsk,2012,Intel Core i5-2450M,NVIDIA GeForce GT 630M,"4 GB  ,, Elpida 4096 MB, DDR3-1066 (1x 4GB, bis zu 8GB)","WDC Scorpio Blue WD5000BPVT-80HXZ, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, AU Optronics B156XW02 V3, glossy: no","2.415 kg ( = 85.19 oz / 5.32 pounds), Power Supply: 303 g ( = 10.69 oz / 0.67 pounds)",750 Euro
Acer Aspire 5755G-2678G1TMtks,2012,Intel Core i7-2670QM,NVIDIA GeForce GT 630M,"8 GB  ,, 2x 4096 MB DDR3-RAM (1333 MHz), 4 slots, max. 16 GB","Toshiba MK1059GSMP, 1000 GB  ","15.60 inch 16:9, 1366 x 768 pixel, AU Optronics B156XW02 V6, LED backlight, glossy: yes","2.642 kg ( = 93.19 oz / 5.82 pounds), Power Supply: 338 g ( = 11.92 oz / 0.75 pounds)",899 Euro
Acer TravelMate 5760G-2454G50Mnsk,2012,Intel Core i5-2450M,NVIDIA GeForce GT 630M,"4 GB  ,, Elpida 4096 MB, DDR3-1066 (1x 4GB, bis zu 8GB)","WDC Scorpio Blue WD5000BPVT-80HXZ, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, AU Optronics B156XW02 V3, glossy: no","2.415 kg ( = 85.19 oz / 5.32 pounds), Power Supply: 303 g ( = 10.69 oz / 0.67 pounds)",750 Euro
Asus G75VW-NS72,2012,Intel Core i7-3720QM,NVIDIA GeForce GTX 670M,16 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",4.5 kg ( = 158.73 oz / 9.92 pounds) ( = 0 oz / 0 pounds),1800 Euro
Asus Zenbook U500VZ-CN032H,2012,Intel Core i7-3612QM,NVIDIA GeForce GT 650M,8 GB  ,,"15.60 inch 16:9, 1920 x 1080 pixel, glossy: no",2.2 kg ( = 77.6 oz / 4.85 pounds) ( = 0 oz / 0 pounds),
Asus VivoBook X202E,2012,Intel Core i3-3217U,Intel HD Graphics 4000,4 GB  ,,"11.60 inch 16:9, 1366 x 768 pixel, glossy: yes",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),500 Euro
Asus Taichi 21-CW001H,2012,Intel Core i7-3517U,Intel HD Graphics 4000,"4 GB  ,, dual channel","SanDisk SD5SE2256G1002E, 256 GB  ","11.60 inch 16:9, 1920 x 1080 pixel, WUXGA glare multi-touch LED TFT, CMN N116HSG WJ1 (Innen), IPS, inner + outer FHD IPS / matte + glare, glossy: no","1.254 kg ( = 44.23 oz / 2.76 pounds), Power Supply: 187 g ( = 6.6 oz / 0.41 pounds)",1599 Euro
Asus G75VW - 91026Z,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 670M,8 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",4.4 kg ( = 155.21 oz / 9.7 pounds) ( = 0 oz / 0 pounds),
Asus K75VJ-TY102H,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 635M,"6 GB  ,, DDR3","Seagate Momentus SpinPoint ST500LM012, 500 GB  ","17.30 inch 16:9, 1600 x 900 pixel, Samsung 17KT02-P01, TN LED, glossy: yes","3.1 kg ( = 109.35 oz / 6.83 pounds), Power Supply: 355 g ( = 12.52 oz / 0.78 pounds)",799 Euro
Asus G75VX-T4020H,2012,Intel Core i7-3630QM,NVIDIA GeForce GTX 670MX,"8 GB  ,, 2x 4096 MB SO-DIMM DDR3-RAM PC3-12800 (1600 MHz), 4 slots, max. 32 GB","Seagate Momentus XT ST750LX003-1AC154, 750 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, AUO B173HW02 V1 (AUO219D), TN LED, Full-HD, glossy: no","4.2 kg ( = 148.15 oz / 9.26 pounds), Power Supply: 580 g ( = 20.46 oz / 1.28 pounds)",1599 Euro
Asus VivoBook S200E-CT182H,2012,Intel Core i3-3217U,Intel HD Graphics 4000,"4 GB  ,, 1x 4096 MByte DDR3-1333 - integrated and not upgradable","Seagate Momentus Thin ST500LT0 12-9WS142, 500 GB  ","11.60 inch 16:9, 1366 x 768 pixel, Multitouch, capacitive, AUO B116XW03, TN panel, LED backlight, glossy: yes","1.4 kg ( = 49.38 oz / 3.09 pounds), Power Supply: 100 g ( = 3.53 oz / 0.22 pounds)",500 Euro
K56CM,2012,Intel Core i5-3317U,NVIDIA GeForce GT 635M,"4 GB  ,, DDR3 SDRAM","Hitachi Travelstar Z5K500 HTS545050A7E380 + 24 GB SanDisk i100 SSD Cache, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, TN LED, glossy: yes",2.3 kg ( = 81.13 oz / 5.07 pounds) ( = 0 oz / 0 pounds),699 Euro
Asus Taichi 21-CW001H,2012,Intel Core i7-3517U,Intel HD Graphics 4000,"4 GB  ,, dual channel","SanDisk SD5SE2256G1002E, 256 GB  ","11.60 inch 16:9, 1920 x 1080 pixel, WUXGA glare multi-touch LED TFT, CMN N116HSG WJ1 (Innen), IPS, inner + outer FHD IPS / matte + glare, glossy: no","1.254 kg ( = 44.23 oz / 2.76 pounds), Power Supply: 187 g ( = 6.6 oz / 0.41 pounds)",1599 Euro
Asus Taichi 31,2012,Intel Core i5-3317U,Intel HD Graphics 4000,4 GB  ,,"13.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",1.6 kg ( = 56.44 oz / 3.53 pounds) ( = 0 oz / 0 pounds),1500 Euro
Asus VivoBook S400CA-CA006H,2012,Intel Core i5-3317U,Intel HD Graphics 4000,"4 GB  ,, DDR3, 1600 MHz","Seagate Momentus Thin ST500LT012-9WS142 + 24 GB SanDisk U100 SSD Cache, 500 GB  ","14.00 inch 16:9, 1366 x 768 pixel, Multi-touch (10 finger), AUO B140XW03V0, TN LED, glossy: yes","1.86 kg ( = 65.61 oz / 4.1 pounds), Power Supply: 220 g ( = 7.76 oz / 0.49 pounds)",750 Euro
Asus U32V,2012,Intel Core i5-3210M,NVIDIA GeForce GT 630M,8 GB  ,,"13.30 inch 16:9, 1366 x 768 pixel, glossy: no",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),
Asus UX51VZ,2012,Intel Core i7-3612QM,NVIDIA GeForce GT 650M,"8 GB  ,, 4 GByte integrated, 1x 4 GByte Hyundai DDR3-1600, 1 slot","2x ADATA XM11 256 GByte, 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, LG LP156WF4 (LGD0323), IPS panel, LED backlight, glossy: no","2.2 kg ( = 77.6 oz / 4.85 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",2000 Euro
Asus X401U-WX025V,2012,AMD E-450,AMD Radeon HD 6320,4 GB  ,,"14.00 inch 16:9, 1366 x 768 pixel, glossy: yes",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),400 Euro
Asus UX32VD-R4002V,2012,Intel Core i7-3517U,NVIDIA GeForce GT 620M,4 GB  ,,"13.30 inch 16:9, 1920 x 1080 pixel, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),1000 Euro
K56CM,2012,Intel Core i5-3317U,NVIDIA GeForce GT 635M,"4 GB  ,, DDR3 SDRAM","Hitachi Travelstar Z5K500 HTS545050A7E380 + 24 GB SanDisk i100 SSD Cache, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, TN LED, glossy: yes",2.3 kg ( = 81.13 oz / 5.07 pounds) ( = 0 oz / 0 pounds),699 Euro
Asus B43E-VO158X,2012,Intel Core i3-2350M,Intel HD Graphics 3000,"4 GB  ,, Single-Channel Samsung PC3-10600 SO-DIMM","Seagate Momentus 5400.6 ST9500325AS, 500 GB  ","14.00 inch 16:9, 1366 x 768 pixel, CMN N140BGE L12, TN LED, glossy: no","2.464 kg ( = 86.92 oz / 5.43 pounds), Power Supply: 346 g ( = 12.2 oz / 0.76 pounds)",599 Euro
Asus G75V,2012,Intel Core i7-3720QM,NVIDIA GeForce GTX 670M,"16 GB  ,, 4x 4096 MB DDR3-RAM (1600 MHz)","Lite-On LAT-256M3S, 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, LGD02C5, 120 Hz, Full HD, LED-Backlight, glossy: no","4.352 kg ( = 153.51 oz / 9.59 pounds), Power Supply: 862 g ( = 30.41 oz / 1.9 pounds)",2299 Euro
Asus UX21A-K1010V,2012,Intel Core i7-3517U,Intel HD Graphics 4000,"4 GB  ,, DDR3, 1600 MHz, onboard","SanDisk U100 128 GB, 128 GB  ","11.60 inch 16:9, 1920 x 1080 pixel, CMN1124, IPS, Full-HD, 1080p, LED, 11.6-inch / 29.5 centimeter diagonally, glossy: no","1.145 kg ( = 40.39 oz / 2.52 pounds), Power Supply: 185 g ( = 6.53 oz / 0.41 pounds)",1199 Euro
Asus X301A-RX005V,2012,Intel Core i3-2350M,Intel HD Graphics 3000,"4 GB  ,, 1x 4096 MB Hynix PC3-12800",", 500 GB  ","13.30 inch 16:9, 1366 x 768 pixel, CMO N133BGE-L41, TN LED, glossy: yes","1.705 kg ( = 60.14 oz / 3.76 pounds), Power Supply: 342 g ( = 12.06 oz / 0.75 pounds)",499 Euro
Asus UX32VD-R3001V,2012,Intel Core i5-3317U,NVIDIA GeForce GT 620M,4 GB  ,,"13.30 inch 16:9, 1600 x 900 pixel, glossy: yes",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),
Asus  S46CM-DH71-CA,2012,Intel Core i7-3517U,NVIDIA GeForce GT 635M,6 GB  ,,"14.10 inch 16:9, 1366 x 768 pixel, glossy: yes",2 kg ( = 70.55 oz / 4.41 pounds) ( = 0 oz / 0 pounds),600 Euro
Asus UX32A-R3001V,2012,Intel Core i3-2367M,Intel HD Graphics 3000,"4 GB  ,, 1333 MHz DDR3 (9-9-9-24)","Hitachi Travelstar Z5K500 HTS545050A7E380 + 32 GB SanDisk i100 SSD Cache, 500 GB  ","13.30 inch 16:9, 1366 x 768 pixel, InfoVision M133NWN1 R1, TN, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),800 Euro
Asus G55VW-S1073V,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 660M,"8 GB  ,, 2x 4096 MB, Hynix, Dual Channel, DDR3-12800, 1600 MHz, 4 Bänke, 2 freie Slots","Seagate Momentus 7200.5 ST9750420AS, 750 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, LGD02D9, LED, Full HD, 1080p, glossy: no","3.8 kg ( = 134.04 oz / 8.38 pounds), Power Supply: 862 g ( = 30.41 oz / 1.9 pounds)",1579 Euro
Asus N76VZ-V2G-T1011V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 650M,"8 GB  ,, 2x 4 GB PC3-12800, 2 slots in use","Seagate Momentus SpinPoint M8 ST1000LM024, 1000 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, CMO 1720, HC9GK_173HGE, glossy: no","3.52 kg ( = 124.16 oz / 7.76 pounds), Power Supply: 680 g ( = 23.99 oz / 1.5 pounds)",1100 Euro
Asus UX21A-K1010V,2012,Intel Core i7-3517U,Intel HD Graphics 4000,"4 GB  ,, DDR3, 1600 MHz, onboard","SanDisk U100 128 GB, 128 GB  ","11.60 inch 16:9, 1920 x 1080 pixel, CMN1124, IPS, Full-HD, 1080p, LED, 11.6-inch / 29.5 centimeter diagonally, glossy: no","1.145 kg ( = 40.39 oz / 2.52 pounds), Power Supply: 185 g ( = 6.53 oz / 0.41 pounds)",1199 Euro
Asus N56VZ-S4023V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 650M,6 GB  ,,"15.60 inch 16:9, 1920 x 1080 pixel, glossy: yes",2.8 kg ( = 98.77 oz / 6.17 pounds) ( = 0 oz / 0 pounds),1100 Euro
Asus Eee PC R052C-WHI002S,2012,Intel Atom N2800,Intel Graphics Media Accelerator (GMA) 3650,"1024 MB  ,, 1x 1024 MB DDR3-1333, 533 MHz, 1 Slot","Hitachi Travelstar Z5K320 HTS543232A7A384, 320 GB  ","10.10 inch, 1024 x 600 pixel, InfoVision M101NWT2 R3, LED-Backlight, glossy: no","1.25 kg ( = 44.09 oz / 2.76 pounds), Power Supply: 150 g ( = 5.29 oz / 0.33 pounds)",320 Euro
Asus UX32VD,2012,Intel Core i5-3317U,NVIDIA GeForce GT 620M,"5.9 GB  ,, PC3-12800","Hitachi Travelstar Z5K500 HTS545032A7E380 + 24 GB SSD Cache, 320 GB  ","13.30 inch 16:9, 1920 x 1080 pixel, IPS, CMN1343, glossy: no","1.47 kg ( = 51.85 oz / 3.24 pounds), Power Supply: 300 g ( = 10.58 oz / 0.66 pounds)",
Asus Zenbook Prime UX31A,2012,Intel Core i5-3317U,Intel HD Graphics 4000,"4 GB  ,, DDR3 1600 MHz SDRAM","ADATA XM11, 128 GB  ","13.30 inch 16:9, 1920 x 1080 pixel, CMN 1343, IPS, glossy: no","1.41 kg ( = 49.74 oz / 3.11 pounds), Power Supply: 190 g ( = 6.7 oz / 0.42 pounds)",1099 Euro
Asus UX31A-R4004V,2012,Intel Core i7-3517U,Intel HD Graphics 4000,4 GB  ,,"13.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",1.4 kg ( = 49.38 oz / 3.09 pounds) ( = 0 oz / 0 pounds),
Asus G55VW-S1129V,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 660M,6 GB  ,,"15.60 inch 16:9, 1920 x 1080 pixel, glossy: yes",3.7 kg ( = 130.51 oz / 8.16 pounds) ( = 0 oz / 0 pounds),1400 Euro
Asus G55VW,2012,,NVIDIA GeForce GTX 660M,16 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",3.8 kg ( = 134.04 oz / 8.38 pounds) ( = 0 oz / 0 pounds),
Asus UX32A-R3001V,2012,Intel Core i3-2367M,Intel HD Graphics 3000,"4 GB  ,, 1333 MHz DDR3 (9-9-9-24)","Hitachi Travelstar Z5K500 HTS545050A7E380 + 32 GB SanDisk i100 SSD Cache, 500 GB  ","13.30 inch 16:9, 1366 x 768 pixel, InfoVision M133NWN1 R1, TN, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),800 Euro
Asus N76VZ-V2G-T1002V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 650M,6 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",3.6 kg ( = 126.99 oz / 7.94 pounds) ( = 0 oz / 0 pounds),1300 Euro
Asus N56VM,2012,Intel Core i7-3720QM,NVIDIA GeForce GT 630M,"8 GB  ,, 2x4096 Hynix PC3-12800","Seagate Momentus 7200.5 ST9750420AS, 750 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, glossy: no",2.7 kg ( = 95.24 oz / 5.95 pounds) ( = 0 oz / 0 pounds),
Asus G55VW-DS71,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 660M,32 GB  ,,"15.60 inch 16:9, 1920 x 1080 pixel, glossy: yes",3.9 kg ( = 137.57 oz / 8.6 pounds) ( = 0 oz / 0 pounds),1200 Euro
Asus N56VZ-S4044V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 650M,"8 GB  ,, 2x 4GB DDR3","Seagate Momentus SpinPoint M8 ST1000LM024, 1000 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, Samsung 156HT01-201, glossy: no","2.7 kg ( = 95.24 oz / 5.95 pounds), Power Supply: 600 g ( = 21.16 oz / 1.32 pounds)",1050 Euro
Asus U32U-RX042V,2012,AMD E-450,AMD Radeon HD 6320,"8 GB  ,, 2x 4 GByte Hyundai DDR3-1333 CL9, 2 slots",", 500 GB  ","13.30 inch 16:9, 1366 x 768 pixel, AUO B133XW03 V4, LED backlight, glossy: yes","1.75 kg ( = 61.73 oz / 3.86 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",
Asus UX31E-RY029V,2012,Intel Core i7-3517U,Intel HD Graphics 4000,4 GB  ,,"13.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",1.4 kg ( = 49.38 oz / 3.09 pounds) ( = 0 oz / 0 pounds),1000 Euro
Asus K55VM-SX064V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 630M,"8 GB  ,, DDR3",", 750 GB  ","15.60 inch 16:9, 1366 x 768 pixel, AU Optronics B156XW02, glossy: yes",2.52 kg ( = 88.89 oz / 5.56 pounds) ( = 0 oz / 0 pounds),840 Euro
Asus N56VM,2012,Intel Core i7-3720QM,NVIDIA GeForce GT 630M,"8 GB  ,, 2x4096 Hynix PC3-12800","Seagate Momentus 7200.5 ST9750420AS, 750 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, glossy: no",2.7 kg ( = 95.24 oz / 5.95 pounds) ( = 0 oz / 0 pounds),
Asus N76VM-V2G-T1078V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 630M,"8 GB  ,, 2x 4 GB PC3-12800, 2 Slots belegt","Seagate Momentus SpinPoint M8 ST1000LM024, 1000 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, CMO 1720, HC9GK_173HGE, glossy: no","3.56 kg ( = 125.58 oz / 7.85 pounds), Power Supply: 680 g ( = 23.99 oz / 1.5 pounds)",1250 Euro
Asus K55VM-SX064V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 630M,"8 GB  ,, DDR3",", 750 GB  ","15.60 inch 16:9, 1366 x 768 pixel, AU Optronics B156XW02, glossy: yes",2.52 kg ( = 88.89 oz / 5.56 pounds) ( = 0 oz / 0 pounds),840 Euro
Asus N76VM-V2G-T1078V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 630M,"8 GB  ,, 2x 4 GB PC3-12800, 2 Slots belegt","Seagate Momentus SpinPoint M8 ST1000LM024, 1000 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, CMO 1720, HC9GK_173HGE, glossy: no","3.56 kg ( = 125.58 oz / 7.85 pounds), Power Supply: 680 g ( = 23.99 oz / 1.5 pounds)",1250 Euro
Asus K53SK-SX021V,2012,Intel Core i3-2350M,AMD Radeon HD 7610M,"4 GB  ,, SO-DIMM DDR3-SDRAM (1333 MHz), 2 card slots, max. 8 GB","WDC Scorpio Blue WD5000BPVT-80HXZT3, 500 GB  ","15.60 inch 16:9, 1366 x 768 pixel, Chi Mei N156BGE-L21, LED backlight, glossy: yes","2.63 kg ( = 92.77 oz / 5.8 pounds), Power Supply: 380 g ( = 13.4 oz / 0.84 pounds)",599 Euro
Asus N56VM-S4032V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 630M,8 GB  ,,"15.60 inch 16:10, 1920 x 1080 pixel, glossy: no",2.7 kg ( = 95.24 oz / 5.95 pounds) ( = 0 oz / 0 pounds),1000 Euro
Asus X54C-SX091V,2012,Intel Celeron B815,Intel Graphics Media Accelerator (GMA) HD Graphics,4 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.3 kg ( = 81.13 oz / 5.07 pounds) ( = 0 oz / 0 pounds),
Asus A95VM-YZ030V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 630M,"8 GB  ,, Hyundai DDR3-1600 CL11, 2x 4096 MB","Seagate Barracuda 7200.12 ST31000524AS, 1000 GB  ","18.40 inch 16:9, 1920 x 1080 pixel, CMO N184HGE-L21, LED backlight, glossy: yes","4.1 kg ( = 144.62 oz / 9.04 pounds), Power Supply: 300 g ( = 10.58 oz / 0.66 pounds)",900 Euro
Asus UX32VD-DB71,2012,Intel Core i7-3517U,NVIDIA GeForce GT 620M,4 GB  ,,"13.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",1.4 kg ( = 49.38 oz / 3.09 pounds) ( = 0 oz / 0 pounds),1100 Euro
Asus A95VM-YZ030V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 630M,"8 GB  ,, Hyundai DDR3-1600 CL11, 2x 4096 MB","Seagate Barracuda 7200.12 ST31000524AS, 1000 GB  ","18.40 inch 16:9, 1920 x 1080 pixel, CMO N184HGE-L21, LED backlight, glossy: yes","4.1 kg ( = 144.62 oz / 9.04 pounds), Power Supply: 300 g ( = 10.58 oz / 0.66 pounds)",900 Euro
Asus B53E-S0185X,2012,Intel Core i5-2450M,Intel HD Graphics 3000,4 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.7 kg ( = 95.24 oz / 5.95 pounds) ( = 0 oz / 0 pounds),
Asus G75VW-T1040V,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 670M,"8 GB  ,, 2x 4096 MB PC3-12800 SO-DIMM DDR3-SDRAM (1600 MHz), 4 Slots, max. 16 GB","Lite-On LAT-256M3S, 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, Chi Mei N173HGE (CMO1720), Full HD, glossy: no","4.282 kg ( = 151.04 oz / 9.44 pounds), Power Supply: 862 g ( = 30.41 oz / 1.9 pounds)",1800 Euro
Asus G75VW-T1042V,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 670M,8 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes",4.5 kg ( = 158.73 oz / 9.92 pounds) ( = 0 oz / 0 pounds),1700 Euro
Asus Eee PC R052C-WHI002S,2012,Intel Atom N2800,Intel Graphics Media Accelerator (GMA) 3650,"1024 MB  ,, 1x 1024 MB DDR3-1333, 533 MHz, 1 Slot","Hitachi Travelstar Z5K320 HTS543232A7A384, 320 GB  ","10.10 inch, 1024 x 600 pixel, InfoVision M101NWT2 R3, LED-Backlight, glossy: no","1.25 kg ( = 44.09 oz / 2.76 pounds), Power Supply: 150 g ( = 5.29 oz / 0.33 pounds)",320 Euro
Asus Eee PC 1215B-BLK098W,2012,AMD E-450,AMD Radeon HD 6320,4 GB  ,,"12.10 inch 16:9, 1366 x 768 pixel, glossy: yes",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),
Asus N76VZ-V2G-T1011V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 650M,"8 GB  ,, 2x 4 GB PC3-12800, 2 slots in use","Seagate Momentus SpinPoint M8 ST1000LM024, 1000 GB  ","17.30 inch 16:9, 1920 x 1080 pixel, CMO 1720, HC9GK_173HGE, glossy: no","3.52 kg ( = 124.16 oz / 7.76 pounds), Power Supply: 680 g ( = 23.99 oz / 1.5 pounds)",1100 Euro
Asus U44SG,2012,Intel Core i7-2640M,NVIDIA GeForce 610M,"4 GB  ,, 1x4GB PC3-10700 Hynix, 1 RAM slot free","Lite-On LAT-256M3S, 256 GB  ","14.00 inch 16:9, 1366 x 768 pixel, COR0579 Infovision, TN, 64% sRGB, glossy: no","1.68 kg ( = 59.26 oz / 3.7 pounds), Power Supply: 430 g ( = 15.17 oz / 0.95 pounds)",1300 Euro
Asus UX32VD,2012,Intel Core i5-3317U,NVIDIA GeForce GT 620M,"5.9 GB  ,, PC3-12800","Hitachi Travelstar Z5K500 HTS545032A7E380 + 24 GB SSD Cache, 320 GB  ","13.30 inch 16:9, 1920 x 1080 pixel, IPS, CMN1343, glossy: no","1.47 kg ( = 51.85 oz / 3.24 pounds), Power Supply: 300 g ( = 10.58 oz / 0.66 pounds)",
Asus K95VM-YZ001V,2012,Intel Core i7-3610QM,NVIDIA GeForce 610M,4 GB  ,,"18.40 inch 16:9, 1920 x 1080 pixel, glossy: yes",4.1 kg ( = 144.62 oz / 9.04 pounds) ( = 0 oz / 0 pounds),900 Euro
Asus G55VW-S1020V,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 660M,"8 GB  ,, DDR3 1600 MHz (2 x 4 GB)","Seagate Momentus 7200.5 ST9750420AS, 750 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, LG Philips LP156WF1, glossy: no","3.8 kg ( = 134.04 oz / 8.38 pounds), Power Supply: 862 g ( = 30.41 oz / 1.9 pounds)",1300 Euro
Asus N56VZ-S4044V,2012,Intel Core i7-3610QM,NVIDIA GeForce GT 650M,"8 GB  ,, 2x 4GB DDR3","Seagate Momentus SpinPoint M8 ST1000LM024, 1000 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, Samsung 156HT01-201, glossy: no","2.7 kg ( = 95.24 oz / 5.95 pounds), Power Supply: 600 g ( = 21.16 oz / 1.32 pounds)",1050 Euro
Asus Eee PC 1225C-BLK012M,2012,Intel Atom N2600,Intel Graphics Media Accelerator (GMA) 3600,2048 MB  ,,"12.10 inch 16:9, 1366 x 768 pixel, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),
Asus G75VW-T1031V,2012,Intel Core i7-3610QM,NVIDIA GeForce GTX 670M,8 GB  ,,"17.30 inch 16:9, 1920 x 1080 pixel, glossy: yes","4.2 kg ( = 148.15 oz / 9.26 pounds), Power Supply: 1000 g ( = 35.27 oz / 2.2 pounds)",
Asus K55A,2012,Intel Core i7-3610QM,Intel HD Graphics 4000,8 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.5 kg ( = 88.19 oz / 5.51 pounds) ( = 0 oz / 0 pounds),
Asus N55SL-S1016V,2012,Intel Core i5-2450M,NVIDIA GeForce GT 635M,"8 GB  ,, DDR3-1333 SO-DIMM, 16 GB over 2 banks max., 0 empty","Seagate Momentus 5400.6 ST9500325AS, 500 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, Samsung 156HT01-201, glossy: no",2.7 kg ( = 95.24 oz / 5.95 pounds) ( = 0 oz / 0 pounds),899 Euro
Asus Eee PC 1011CX,2012,Intel Atom N2600,Intel Graphics Media Accelerator (GMA) 3600,"1024 MB  ,, DDR3, onboard","WDC Scorpio Blue WD3200BPVT-80JJ5T0, 320 GB  ","10.10 inch 16:10, 1024 x 600 pixel, HSD100IFW4A, LED, WSVGA, diagonal: 25.7 centimeters, glossy: no","1.229 kg ( = 43.35 oz / 2.71 pounds), Power Supply: 144 g ( = 5.08 oz / 0.32 pounds)",299 Euro
Asus X53S-SX311V,2012,Intel Core i5-2430M,NVIDIA GeForce GT 520MX,4 GB  ,,"15.60 inch 16:9, 1366 x 768 pixel, glossy: yes",2.6 kg ( = 91.71 oz / 5.73 pounds) ( = 0 oz / 0 pounds),
Asus U32U-RX042V,2012,AMD E-450,AMD Radeon HD 6320,"8 GB  ,, 2x 4 GByte Hyundai DDR3-1333 CL9, 2 slots",", 500 GB  ","13.30 inch 16:9, 1366 x 768 pixel, AUO B133XW03 V4, LED backlight, glossy: yes","1.75 kg ( = 61.73 oz / 3.86 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",
