,Laptop_name,Year,OS,CPU,CPU_Cores,CPU_Threads,CPU_Default_Clock,CPU_Boosted_Clock,CPU_Transistor_Size(nm),CPU_L3(MB),CPU_TDP,GPU,GPU_Memory(GB),GPU_Memory_Type,GPU_Bus_Width(bit),GPU clock(MHz),GPU memory clock(MHz),RAM(GB),RAM_bus,RAM_DDR,Storage(GB),Storage_Type,Display_Inch,Display_Height(pixel),Display_Width(pixel),Weight(kg),Price(USD)
1039,Lenovo IdeaPad Flex 5 14ITL05-82HS004TGE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.5,946.0
1040,Lenovo IdeaPad Flex 5 14ITL05-82HS003QGE,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.5,1159.0
1041,Lenovo IdeaPad Flex 5 14IIL05-81X100FASP,2021.0,Windows,core i7-1065g7,4,8,1.3,3.9,10,8,15 W,iris plus graphics g7,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.5,
1042,Lenovo IdeaPad Flex 5 14ARE05-81X200DHMH,2021.0,Windows,ryzen 7 4700u,8,8,1.8,4.2,7,12,25 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.5,
1043,Lenovo IdeaPad Flex 5 14ALC05-82HU006KSP,2021.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.56,769.0
1044,Lenovo IdeaPad Flex 5 14ALC05-82HU0036US,2021.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,256.0,SSD,14.0,1920,1080,1.5,
1045,Lenovo IdeaPad Duet 3i,2021.0,Windows,pentium silver n5030,4,4,1.1,3.3,14,4,6 W,uhd graphics 605,0,,0,200.0,0.0,8,0,4,128.0,SSD,10.3,1920,1200,0.6,
1046,Lenovo IdeaPad 5 Pro 16ACH6-82L5005TMH,2021.0,Windows,ryzen 5 5600h,6,12,3.3,4.2,7,16,45 W,radeon rx vega 6,0,,0,1500.0,0.0,16,0,4,512.0,SSD,16.1,2560,1600,1.9,1064.0
1047,"Lenovo IdeaPad 5 Pro 16ACH6, R7 5800H RTX 3050",2021.0,Windows,ryzen 7 5800h,8,16,3.2,4.4,7,16,45 W,geforce rtx 3050 mobile,4,GDDR6,128,712.0,1500.0,16,0,4,1024.0,SSD,16.0,2560,1600,1.9,
1048,Lenovo IdeaPad 5 Pro 14ACN6-82L7006PMH,2021.0,Windows,ryzen 5 5600u,6,12,2.3,4.2,7,16,15 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.38,
1049,Lenovo IdeaPad 5 Pro 14ACN6-82L7003NGE,2021.0,Windows,ryzen 7 5800u,8,16,1.9,4.4,7,16,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,2880,1800,1.38,1088.0
1050,Lenovo IdeaPad 5 15ARE05-81YQ0030MH,2021.0,Windows,ryzen 5 4500u,6,6,2.3,4.0,7,11,25 W,radeon rx vega 6,0,,0,1500.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,0.66,
1051,Lenovo IdeaPad 5 15ALC05-82LN0037SP,2021.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.66,828.0
1052,Lenovo IdeaPad 5 14ITL05-82FE005QGE,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,512.0,SSD,14.0,1920,1080,1.84,
1053,Lenovo IdeaPad 5 14ALC05-82LM005XGE,2021.0,Windows,ryzen 7 5700u,8,16,1.8,4.3,7,8,15 W,radeon rx vega 8,0,,0,2000.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.38,1301.0
1054,Lenovo IdeaPad 3 17ITL6-82H9008UMH,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,17.3,1920,1080,2.1,
1055,Lenovo IdeaPad 3 17ALC6-82KV000PGE,2021.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,8,0,4,512.0,SSD,17.3,1600,900,2.1,710.0
1056,Lenovo IdeaPad 3 15ITL6-82H800KDGE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.65,
1057,Lenovo IdeaPad 3 15ITL6-82H800BXGE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.65,
1058,Lenovo IdeaPad 3 15ITL6-82H800BHSP,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.65,769.0
1059,"Lenovo IdeaPad 3 15ITL6, i3-1115G4",2021.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.65,769.0
1060,Lenovo IdeaPad 3 15IMH05-81Y400DWMH,2021.0,Windows,core i5-10300h,4,8,2.5,4.5,14,6,45 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,8,0,4,512.0,SSD,15.6,1920,1080,2.2,
1061,Lenovo IdeaPad 3 15IIL05-81WE00NKUS,2021.0,Windows,core i5-1035g1,4,8,1.0,3.6,10,6,15 W,uhd graphics g1,0,,0,300.0,0.0,12,0,4,256.0,SSD,15.6,1366,768,1.85,710.0
1062,Lenovo IdeaPad 3 15IGL05-81WQ002QGE,2021.0,Windows,celeron n4020,2,2,1.1,2.8,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,8,0,4,256.0,SSD,15.6,1366,768,1.7,
1063,Lenovo IdeaPad 3 15ARH05-82EY00CNSP,2021.0,Windows,ryzen 7 4800h,8,16,2.9,4.2,7,12,54 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,512.0,SSD,15.6,1920,1080,2.2,
1064,Lenovo IdeaPad 3 15ARE05-81W4005AMH,2021.0,Windows,ryzen 5 4500u,6,6,2.3,4.0,7,11,25 W,radeon rx vega 6,0,,0,1500.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.7,
1065,Lenovo IdeaPad 3 15ALC6-82KU00BUGE,2021.0,Windows,ryzen 5 5500u,6,12,2.1,4.0,7,8,15 W,radeon rx vega 7,0,,0,1800.0,0.0,8,0,4,256.0,SSD,15.6,1920,1080,1.65,710.0
1066,Lenovo IdeaPad 3 15ADA05-81W10094US,2021.0,Windows,ryzen 3 3250u,2,4,2.6,3.5,14,4,15 W,radeon rx vega 3,0,,0,1200.0,0.0,4,0,4,128.0,SSD,15.6,1366,768,1.85,414.0
1067,Lenovo IdeaPad 3 14ITL6-82H700A3SP,2021.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.41,591.0
1068,Lenovo IdeaPad 3 14ITL6-82H7009FSP,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.41,627.0
1069,Lenovo IdeaPad 3 14IML-81WA004PPB,2021.0,Windows,core i5-10210u,4,8,1.6,4.2,14,6,25 W,uhd graphics 620,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.5,
1070,Lenovo IdeaPad 3 14ALC6-82KT0066GE,2021.0,Windows,ryzen 3 5300u,4,8,2.6,3.8,7,4,15 W,radeon rx vega 6,0,,0,1500.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.41,
1071,Lenovo IdeaPad 3 14ADA05-81W000LFMH,2021.0,Windows,ryzen 7 3700u,4,8,2.3,4.0,12,4,15 W,radeon rx vega 10,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.6,769.0
1072,Lenovo IdeaPad 1 14IGL05-81VU0079US,2021.0,Windows,celeron n4020,2,2,1.1,2.8,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,128.0,SSD,14.0,1366,768,1.4,355.0
1073,Lenovo IdeaPad 1 11IGL05-81VT003ASP,2021.0,Windows,celeron n4020,2,2,1.1,2.8,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,512.0,SSD,11.6,1366,768,1.2,296.0
1074,Lenovo 300e G2-81M9006EGE,2021.0,Windows,celeron n4120,4,4,1.1,2.6,14,4,6 W,uhd graphics 600,0,,0,200.0,0.0,4,0,4,128.0,SSD,11.6,1366,768,1.24,
1075,LG Gram 162021),2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,16.0,2560,1600,1.19,2128.0
1076,G.AA79G,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,4266,4,1024.0,SSD,14.0,1920,1200,0.967,1891.0
1077,LG Gram 16 2-in-1 16T90P,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,16.0,2560,1600,1.454,1600.0
1078,LG Gram 14Z90N-V.AR51B,2021.0,Windows,core i5-1035g4,4,8,1.1,3.7,10,6,15 W,iris plus graphics g4,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.0,
1079,LG Gram 14Z90N-V-AP52B,2021.0,Windows,core i5-1035g7,4,8,1.2,3.7,10,6,15 W,iris plus graphics g7,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.0,
1080,LG Ultra PC 13U70P-G.AAW7U1,2021.0,Windows,ryzen 7 4700u,8,8,1.8,4.2,7,12,25 W,radeon rx vega 7,0,,0,1800.0,0.0,16,0,4,512.0,SSD,13.3,1920,1080,0.98,946.0
1081,LG Ultra 17U70N-J.AA78B,2021.0,Windows,core i7-10510u,4,8,1.8,4.9,14,8,25 W,geforce gtx 1650 mobile,4,GDDR5,128,1395.0,2001.0,16,0,4,512.0,SSD,17.3,1920,1080,1.84,
1082,LG Ultra 15 15U70N,2021.0,Windows,core i7-1065g7,4,8,1.3,3.9,10,8,15 W,geforce gtx 1050 mobile,2,GDDR5,128,1354.0,1752.0,16,0,4,512.0,SSD,15.6,2560,1600,1.9,
1083,LG Gram 17Z95N-G.AA78B,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,17.0,2560,1600,1.4,
1084,LG Gram 17Z90P-K.AAB8U1,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,17.0,2560,1600,1.35,2129.0
1085,LG Gram 17Z90N-V.AP75A8,2021.0,Windows,core i7-1065g7,4,8,1.3,3.9,10,8,15 W,iris plus graphics g7,0,,0,300.0,0.0,16,0,4,512.0,SSD,17.0,2560,1600,1.35,
1086,LG Gram 16Z90P-K.AAB6U1,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,256.0,SSD,16.0,2560,1600,1.19,1538.0
1087,LG Gram 15Z95N-G.AA78B,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,15.6,1920,1080,1.84,
1088,LG Gram 14Z90P-G.AP55G,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1200,0.999,1774.0
1089,MSI Creator Z16 A11UET-209,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,32,0,4,1024.0,SSD,16.0,2560,1600,2.2,
1090,MSI Delta 15 A5EFK,2021.0,Windows,ryzen 9 5900hx,8,16,3.3,4.6,7,16,45 W,radeon rx 6700m,10,GDDR6,160,1489.0,2000.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.96,2423.0
1091,MSI GE76 Raider 11UH,2021.0,Windows,core i9-11980hk,8,16,2.6,5.0,10,24,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,64,0,4,2048.0,SSD,17.3,1920,1080,3.02,4731.0
1092,MSI GS76 Stealth 11UH,2021.0,Windows,core i9-11900h,8,16,2.1,4.9,10,24,35 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,64,0,4,2048.0,SSD,17.3,3840,2160,2.384,5203.0
1093,MSI Prestige 14 Evo A11MO-026US,2021.0,Windows,core i7-1195g7,4,8,2.9,5.0,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,14.0,1920,1080,1.224,1656.0
1094,MSI Modern 14 B11SB-085,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,512.0,SSD,14.0,1920,1080,1.3,1418.0
1095,MSI Summit E14 A11SCS,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,geforce gtx 1650 ti max-q,4,GDDR6,128,1035.0,1250.0,16,2133,4,1024.0,SSD,14.0,3840,2160,1.295,1900.0
1096,MSI Modern 15 A11M-062,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.6,1538.0
1097,MSI Summit E13 Flip Evo A11MT,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,32,2133,4,1024.0,SSD,13.4,1920,1200,1.35,1900.0
1098,MSI Summit E15 A11SCST,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,geforce gtx 1650 ti max-q,4,GDDR6,128,1035.0,1250.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.824,2365.0
1099,MSI Prestige 14 Evo A11M-266RU,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,1920,1080,1.29,
1100,MSI GF65 Thin 10UE-267SG,2021.0,Windows,core i5-10500h,6,12,2.5,4.5,14,12,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,1.938,1419.0
1101,MSI Summit B15 A11M,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.528,1200.0
1102,MSI GL65 Leopard 10SFK-062,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 2070 mobile,8,GDDR6,256,1215.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.3,
1103,MSI GF65 Thin 10UE,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,32,0,4,1024.0,SSD,15.6,1920,1080,1.938,1200.0
1104,MSI GE75 Raider 10SF-286,2021.0,Windows,core i7-10875h,8,16,2.1,5.1,14,16,45 W,geforce rtx 2070 mobile,8,GDDR6,256,1215.0,1750.0,16,0,4,512.0,SSD,17.3,1920,1080,2.64,2129.0
1105,MSI Stealth 15M A11SEK-055XES,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,geforce rtx 2060 mobile,6,GDDR6,192,960.0,1750.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.69,1538.0
1106,MSI GP76 Leopard 10UE,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,1024.0,SSD,17.3,1920,1080,2.9,
1107,MSI GP66 Leopard 10UE,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.38,
1108,MSI Bravo 15 A4DDR-219XES,2021.0,Windows,ryzen 5 4600h,6,12,3.0,4.0,7,11,54 W,radeon rx 5500m,4,GDDR6,128,1375.0,1750.0,8,0,4,512.0,SSD,15.6,1920,1080,1.86,946.0
1109,MSI Stealth 15M A11SDK-085,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,geforce gtx 1660 ti max-q,6,GDDR6,192,1140.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,1.84,
1110,"MSI Modern 14 B11SB, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,256.0,SSD,14.0,1920,1080,1.3,
1111,MSI GE66 Raider 10SF,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce rtx 2070 mobile,8,GDDR6,256,1215.0,1750.0,16,0,4,1024.0,SSD,15.6,1920,1080,2.38,
1112,MSI GP66 Leopard 10UG,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,15.6,1920,1080,2.315,3000.0
1113,MSI GE76 Raider 10UH,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,17.3,1920,1080,3.027,2900.0
1114,MSI GP75 Leopard 9SD-822BE,2021.0,Windows,core i7-9750h,6,12,2.6,4.5,14,12,45 W,geforce gtx 1660 ti mobile,6,GDDR6,192,1455.0,1500.0,16,0,4,512.0,SSD,17.3,1920,1080,1.84,
1115,MSI GE76 Dragon Tiamat 10UH,2021.0,Windows,core i9-10980hk,8,16,2.4,5.3,14,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,2048.0,SSD,17.3,1920,1080,2.9,5086.0
1116,MSI Modern 14 B11MO-208,2021.0,Windows,core i3-1115g4,2,4,3.0,4.1,10,6,28 W,uhd graphics xe g4 48eus,0,,0,1450.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.3,828.0
1117,"MSI Modern 15 A11M, i5-1135G7",2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.6,1419.0
1118,MSI GE66 Raider 10UH,2021.0,Windows,core i9-10980hk,8,16,2.4,5.3,14,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,2048.0,SSD,15.6,1920,1080,2.38,4731.0
1119,MSI GE76 Raider 10UH-061ES,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,17.3,1920,1080,2.9,
1120,MSI GS73VR 7RF-217BE,2021.0,Windows,core i7-7700hq,4,8,2.8,3.8,14,6,45 W,geforce gtx 1060 mobile,6,GDDR5,192,1404.0,2002.0,16,0,4,512.0,SSD,17.3,1920,1080,2.5,
1121,MSI Modern 15 A11M-007NE,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,15.6,1920,1080,1.6,
1122,MSI GE76 Raider 10UH-200NL,2021.0,Windows,core i9-10980hk,8,16,2.4,5.3,14,16,45 W,geforce rtx 3080 mobile,8,GDDR6,256,1110.0,1750.0,64,0,4,2048.0,SSD,17.3,3840,2160,2.9,
1123,MSI Summit B15 A11M-057,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.6,1419.0
1124,MSI GP76 Leopard 10UG,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,512.0,SSD,17.3,1920,1080,2.9,2483.0
1125,MSI Stealth 15M A11SDK-032RU,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,geforce gtx 1660 ti max-q,6,GDDR6,192,1140.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,1.84,
1126,MSI Stealth 15M A11SEK,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,geforce rtx 2060 max-q,6,GDDR6,192,975.0,1375.0,32,0,1,1024.0,SSD,15.6,1920,1080,1.695,1500.0
1127,MSI GL75 Leopard 10SDR-271NL,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce gtx 1660 ti mobile,6,GDDR6,192,1455.0,1500.0,16,0,4,512.0,SSD,17.3,1920,1080,2.6,
1128,MSI GS66 Stealth 10UG,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,32,0,4,1024.0,SSD,15.6,1920,1080,2.1,2400.0
1129,MSI Alpha 17 A4DEK,2021.0,Windows,ryzen 7 4800h,8,16,2.9,4.2,7,12,54 W,radeon rx 5600m,6,GDDR6,192,1035.0,1500.0,16,0,4,512.0,SSD,17.3,1920,1080,2.6,1656.0
1130,MSI Prestige 15 A10SC-014,2021.0,Windows,core i7-10710u,6,12,1.1,4.7,14,12,25 W,geforce gtx 1650 max-q,4,GDDR5,128,1020.0,1751.0,32,0,4,1024.0,SSD,15.6,3840,2160,1.65,1774.0
1131,MSI GS66 Stealth 10UE,2021.0,Windows,core i7-10870h,8,16,2.2,5.0,14,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,1,1024.0,SSD,15.6,1920,1080,2.1,
1132,MSI GP76 Leopard 10UG-291,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,1024.0,SSD,17.3,1920,1080,2.9,2365.0
1133,MSI GE76 Raider 10UE,2021.0,Windows,core i7-10875h,8,16,2.1,5.1,14,16,45 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,1024.0,SSD,17.3,1920,1080,2.9,3075.0
1134,MSI Modern 14 B11M-028,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,8,0,4,512.0,SSD,14.0,1920,1080,1.3,
1135,MSI GT76 Titan DT 10SGS-028N,2021.0,Windows,core i9-10900k,10,20,3.7,5.3,14,20,125 W,geforce rtx 2080 super mobile,8,GDDR6,256,1365.0,1750.0,32,0,4,512.0,SSD,17.3,3840,2160,4.2,
1136,MSI Creator 15M A10SE-646IT,2021.0,Windows,core i7-10750h,6,12,2.6,5.0,14,12,45 W,geforce rtx 2060 mobile,6,GDDR6,192,960.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,1.86,2070.0
1137,MSI ‎Pulse GL66 11UGK-001,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3070 mobile,8,GDDR6,256,1110.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.3,1538.0
1138,MSI Sword 15 A11UE,2021.0,Windows,core i5-11400h,6,12,2.2,4.5,10,12,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.25,
1139,MSI Summit E15 A11SCST-227ID,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,geforce gtx 1650 ti max-q,4,GDDR6,128,1035.0,1250.0,16,0,4,512.0,SSD,15.6,1920,1080,1.84,
1140,MSI Summit E15 A11SCST-067RU,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,geforce gtx 1650 ti max-q,4,GDDR6,128,1035.0,1250.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.8,
1141,MSI Summit E15 A11SCS-091AU,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,geforce gtx 1650 ti max-q,4,GDDR6,128,1035.0,1250.0,32,0,4,1024.0,SSD,15.6,3840,2160,1.65,
1142,MSI Summit E14 A11SCST-069NE,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,geforce gtx 1650 ti mobile,4,GDDR6,128,1350.0,1500.0,16,0,4,1024.0,SSD,14.0,1920,1080,1.3,
1143,MSI Summit E13 Flip Evo A11MT-095,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,iris xe graphics g7 80eus,0,,0,300.0,0.0,16,0,4,512.0,SSD,13.4,1920,1200,1.35,
1144,MSI Pulse GL76 11UDK,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,17.3,1920,1080,2.33,
1145,MSI Pulse GL66 11UEK-034,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3060 mobile,6,GDDR6,192,900.0,1750.0,16,0,4,512.0,SSD,15.6,1920,1080,2.1,1656.0
1146,MSI Pulse GL66 11UDK,2021.0,Windows,core i7-11800h,8,16,1.9,4.6,10,24,35 W,geforce rtx 3050 ti mobile,4,GDDR6,128,735.0,1500.0,16,0,4,512.0,SSD,15.6,1920,1080,2.3,
1147,MSI Prestige 15 A11SB-449,2021.0,Windows,core i5-1135g7,4,8,2.4,4.2,10,8,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,8,0,4,512.0,SSD,15.6,1920,1080,1.65,
1148,MSI Prestige 14 Evo A11MO-043,2021.0,Windows,core i7-1195g7,4,8,2.9,5.0,10,12,28 W,iris xe graphics g7 96eus,0,,0,300.0,0.0,16,0,4,1024.0,SSD,14.0,1920,1080,1.29,
1149,MSI Prestige 14 A11SCS-036DC,2021.0,Windows,core i7-1185g7,4,8,3.0,4.8,10,12,28 W,geforce gtx 1650 ti max-q,4,GDDR6,128,1035.0,1250.0,16,0,4,1024.0,SSD,14.0,3840,2160,1.29,
1150,MSI Modern 15 A11SB-011ES,2021.0,Windows,core i7-1165g7,4,8,2.8,4.7,10,12,28 W,geforce mx450,2,GDDR6,64,1395.0,1250.0,16,0,4,1024.0,SSD,15.6,1920,1080,1.6,1656.0
