Laptop_name,Year,CPU,GPU,Memory,Storage,Display,Weight(kg),Price
MSI Creator 17 A10SGS,2020,Intel Core i7-10875H,NVIDIA GeForce RTX 2080 Super Max-Q,"32 GB  ,, 2x 16 GB SO-DIMM DDR4-2666, dual channel, all slots occupied, max. 64 GB","Samsung SSD PM981 MZVLB2T0HMLB, 2048 GB  ","17.30 inch 16:9, 3840 x 2160 pixel 255 PPI, B173ZAN05.0 (AUO278E), Mini LED IPS level, 4K/UHD, glossy: no, HDR, 60 Hz","2.39 kg ( = 84.3 oz / 5.27 pounds), Power Supply: 725 g ( = 25.57 oz / 1.6 pounds)",4200 EUR
LG Gram 17 Z90N-R.AAS9U1,2020,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),"16 GB  ,, DDR4-3200", 1TB (2 x 512GB) M.2 2280 SSD ,"17.00 inch 16:10, 2560 x 1600 pixel 178 PPI, IPS",1.35 kg ( = 47.62 oz / 2.98 pounds) ( = 0 oz / 0 pounds),1700 Euro
"Lenovo Yoga 9 14ITL5, i7-1185G7",2020,Intel Core i7-1185G7,Intel Iris Xe Graphics G7 96EUs,"8 GB  ,, DDR4X 4266MHz Onboard", 1TB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, Capacitive, IPS, glossy: yes",1.35 kg ( = 47.62 oz / 2.98 pounds) ( = 0 oz / 0 pounds),1700 Euro
Huawei MateBook D 15-53010TUY,2020,AMD Ryzen 5 3500U,AMD Radeon RX Vega 8 (Ryzen 2000/3000),"8 GB  ,, Dual-channel","Samsung SSD PM981 MZVLB256HAHQ, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, AU Optronics AUO28ED, IPS, glossy: no","1.523 kg ( = 53.72 oz / 3.36 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",650 Euro
HP Pavilion 15-cs3019nr,2020,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),
Gigabyte Aero 17 HDR XB,2020,Intel Core i7-10875H,NVIDIA GeForce RTX 2070 Super Max-Q,"16 GB  ,, 2x 8 GB SO-DIMM DDR4-3200, dual channel, all slots occupied, 64 GB max.",", 512 GB  ","17.30 inch 16:9, 3840 x 2160 pixel 255 PPI, AUO B173ZAN03.2 (AUO329B), IPS, X-Rite Pantone, UHD/4K, glossy: no, HDR, 60 Hz","2.656 kg ( = 93.69 oz / 5.86 pounds), Power Supply: 724 g ( = 25.54 oz / 1.6 pounds)",2600 EUR
Dell G3 15 3500-3KJ99,2020,Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Mobile,"8 GB  ,, DDR4-2933", 512GB M.2 SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no, 60 Hz",2.56 kg ( = 90.3 oz / 5.64 pounds) ( = 0 oz / 0 pounds),900 Euro
Asus ExpertBook B9 B9400CEA-KC0167R,2020,Intel Core i7-1165G7,Intel Iris Xe Graphics G7 96EUs,"32 GB  ,, DDR4X-4266", 2TB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: yes, 60 Hz",1000 g ( = 35.27 oz / 2.2 pounds) ( = 0 oz / 0 pounds),3100 Euro
Acer Swift 3 SF313-53-78UG,2020,Intel Core i7-1165G7,Intel Iris Xe Graphics G7 96EUs,"8 GB  ,, DDR4", 512GB,"13.50 inch 3:2, 2256 x 1504 pixel 201 PPI, IPS",1.19 kg ( = 41.98 oz / 2.62 pounds) ( = 0 oz / 0 pounds),900 Euro
Xiaomi Mi Gaming Laptop 2019,2019,Intel Core i7-9750H,NVIDIA GeForce RTX 2060 Mobile,"16 GB  ,, 2x 8 GB SO-DIMM DDR4-2666, dual channel, all slots populated",", 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, NV156FHM-N4G (BOE0867), IPS, FHD, 144 Hz, glossy: no","2.6 kg ( = 91.71 oz / 5.73 pounds), Power Supply: 500 g ( = 17.64 oz / 1.1 pounds)",1400 EUR
"Xiaomi RedmiBook 14 2019, i7-8565U",2019,Intel Core i7-8565U,NVIDIA GeForce MX250,"8 GB  ,, DDR4", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),750 Euro
Intel NUC - Frost CanyonNUC10i7FNH),2020,Intel Core i7-10710U,Intel UHD Graphics 620,"16 GB  ,, DDR4 2666, dual-channel, 2 out of 2 installed, Max. 64 GB",", 256 GB  ","4 USB 3.0 / 3.1 Gen1, 1 USB 3.1 Gen2, 1 Thunderbolt, 1 HDMI, 1 DisplayPort, 1 Kensington Lock, Audio Connections: 3.5 mm audio jack, Card Reader: SD","697 g ( = 24.59 oz / 1.54 pounds), Power Supply: 372 g ( = 13.12 oz / 0.82 pounds)",935 USD
"LG Gram 14 14T990-U.AAS8U1, 2-in-1",2019,Intel Core i7-8565U,Intel UHD Graphics 620,"16 GB  ,, DDR4-2400 (8GB (On Board) + 8GB)","512 MB NAND Flash, 0.5 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, Capacitive, native pen support, IPS",1.15 kg ( = 40.57 oz / 2.54 pounds) ( = 0 oz / 0 pounds),1400 Euro
Lenovo Ideapad L340-15IRH-81LK00CKGE,2019,Intel Core i5-9300H,NVIDIA GeForce GTX 1050 Mobile,"8 GB  ,, DDR4-2400","128 GB NVMe, 128 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no",2.19 kg ( = 77.25 oz / 4.83 pounds) ( = 0 oz / 0 pounds),700 Euro
Lenovo ThinkPad Yoga X390-20NN0026GE,2019,Intel Core i5-8265U,Intel UHD Graphics 620,"8 GB  ,, DDR4-2400","256 GB NVMe, 256 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, Capacitive, native pen support, IPS, glossy: yes","1.29 kg ( = 45.5 oz / 2.84 pounds), Power Supply: 341 g ( = 12.03 oz / 0.75 pounds)",1200 Euro
Huawei MateBook 13-53010HBV,2019,Intel Core i5-8265U,Intel UHD Graphics 620,8 GB  , 512 GB SSD,"13.00 inch 3:2, 2160 x 1440 pixel 200 PPI, glossy: yes",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),
"Xiaomi Redmi G, i5-10300H 1650Ti",2020,Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Ti Mobile,"16 GB  ,, DDR4-2933", 512GB SSD,"16.10 inch 16:9, 1920 x 1080 pixel 137 PPI, 144 Hz",2.5 kg ( = 88.19 oz / 5.51 pounds) ( = 0 oz / 0 pounds),
Xiaomi RedmiBook 16 R7 4700U,2020,AMD Ryzen 7 4700U,AMD Radeon RX Vega 7,"16 GB  ,, DDR4", 512GB SSD,"16.10 inch 16:9, 1920 x 1080 pixel 137 PPI",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),700 Euro
Mi Notebook 14 Horizon Edition,2020,Intel Core i7-10510U,NVIDIA GeForce MX350,"8 GB  ,, DDR4 2666 MHz Dual-Channel, Timings: 19-19-19-43",", 512 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, Touchscreen: No, Panda LM140LF4L01, TFT-LCD, 178° Wide-viewing Angle, glossy: no, 60 Hz",1.35 kg ( = 47.62 oz / 2.98 pounds) ( = 0 oz / 0 pounds),56999 INR
"Xiaomi Mi Notebook 14, i5-10210U MX250",2020,Intel Core i5-10210U,NVIDIA GeForce MX250,"8 GB  ,, DDR4-2666","256 GB NVMe, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, 178° Wide-viewing Angle, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),
Xiaomi RedmiBook Air 13 i5-10210Y,2020,Intel Core i5-10210Y,Intel UHD Graphics 615,8 GB  , 512GB SSD,"13.30 inch 16:9, 2560 x 1600 pixel 227 PPI",1.05 kg ( = 37.04 oz / 2.31 pounds) ( = 0 oz / 0 pounds),750 Euro
Xiaomi Redmi G Gaming i7-10750H GTX 1650Ti,2020,Intel Core i7-10750H,NVIDIA GeForce GTX 1650 Ti Mobile,"16 GB  ,, DDR4-2933", 512GB NVMe SSD,"16.10 inch 16:9, 1920 x 1080 pixel 137 PPI, 144 Hz",2.5 kg ( = 88.19 oz / 5.51 pounds) ( = 0 oz / 0 pounds),
Xiaomi RedmiBook 16 R5,2020,AMD Ryzen 5 4500U,AMD Radeon RX Vega 6 (Ryzen 4000/5000),"8 GB  ,, DDR4-2666 Dual Channel",", 512 GB  ","16.00 inch 16:9, 1920 x 1080 pixel 138 PPI, CMN1608, IPS, glossy: no, 60 Hz",1.76 kg ( = 62.08 oz / 3.88 pounds) ( = 0 oz / 0 pounds),
Huawei MateBook 13 i7,2019,Intel Core i7-8565U,NVIDIA GeForce MX150,"8 GB  ,, 1200 MHz, 10-10-10-28, Dual-Channel","Samsung SSD PM981 MZVLB512HAJQ, 512 GB  ","13.00 inch 3:2, 2160 x 1440 pixel 200 PPI, 10-point capacitive, Chi Mei CMN8201, IPS, P130ZFA-BA1, glossy: yes","1.3 kg ( = 45.86 oz / 2.87 pounds), Power Supply: 195 g ( = 6.88 oz / 0.43 pounds)",1300 USD
"Xiaomi RedmiBook 13, i5-10210U",2020,Intel Core i5-10210U,NVIDIA GeForce MX250,8 GB  , 512GB,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI",1.22 kg ( = 43.03 oz / 2.69 pounds) ( = 0 oz / 0 pounds),700 Euro
Huawei Matebook 13-53010FYW,2019,Intel Core i7-8565U,Intel UHD Graphics 620,"8 GB  ,, Dual-channel","WDC PC SN520 SDAPNUW-512G, 512 GB  ","13.00 inch 3:2, 2160 x 1440 pixel 200 PPI, Chi Mei CMN8201, IPS, glossy: yes","1.307 kg ( = 46.1 oz / 2.88 pounds), Power Supply: 203 g ( = 7.16 oz / 0.45 pounds)",900 Euro
"Xiaomi RedmiBook 16 i7-1065G7, MX350",2020,Intel Core i7-1065G7,NVIDIA GeForce MX350,16 GB  , 512GB,"16.10 inch 16:9, 1920 x 1080 pixel 137 PPI, 100% sRGB, 178 ""wide viewing angle, 300nits brightness",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),1100 Euro
"Huawei MateBook X Pro 2019, i7-8565U",2019,Intel Core i7-8565U,NVIDIA GeForce MX250,"16 GB  ,, DDR3-2133","512 MB NAND Flash, 0.5 GB  ","13.90 inch 3:2, 3000 x 2000 pixel 259 PPI, Capacitive, LTPS, Screen-to-body ratio: 91%, Viewing angle: 178 degrees, Colour: sRGB 100% colour gamut (Typical Value), Contrast: 1500:1, Maximum Brightness: 450 nits, glossy: yes",1.33 kg ( = 46.91 oz / 2.93 pounds) ( = 0 oz / 0 pounds),
Huawei MateBook D 14 W00D-53010GXL,2019,AMD Ryzen 5 2500U,AMD Radeon RX Vega 8 (Ryzen 2000/3000),"8 GB  ,, dual channel","SK Hynix SC313 HFS256G39TNF, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, BOE083C, IPS, glossy: no","1.47 kg ( = 51.85 oz / 3.24 pounds), Power Supply: 203 g ( = 7.16 oz / 0.45 pounds)",699 Euro
Huawei Matebook D 15-53010FDQ,2019,Intel Core i5-8250U,Intel UHD Graphics 620,"8 GB  ,, DDR4-2133","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: yes",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),700 Euro
Huawei MateBook D 15-53010BAJ,2019,Intel Core i5-8250U,NVIDIA GeForce MX150,"16 GB  ,, PC4-19200 DDR4 SDRAM","Samsung SSD PM981 MZVLB512HAJQ, 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, no, AU Optronics B156HW02, IPS, glossy: no","1.848 kg ( = 65.19 oz / 4.07 pounds), Power Supply: 182 g ( = 6.42 oz / 0.4 pounds)",930 USD
Huawei MateBook D 14-53010GXL,2019,AMD Ryzen 5 2500U,AMD Radeon RX Vega 8 (Ryzen 2000/3000),8 GB  , 256 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no",1.45 kg ( = 51.15 oz / 3.2 pounds) ( = 0 oz / 0 pounds),
Huawei MateBook D 14-53010CQK,2019,Intel Core i7-8550U,NVIDIA GeForce MX150,"8 GB  ,, LPDDR3-2133","256 GB NVMe, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: yes","1.47 kg ( = 51.85 oz / 3.24 pounds), Power Supply: 205 g ( = 7.23 oz / 0.45 pounds)",1100 Euro
Huawei Matebook 13-53010FYW,2019,Intel Core i7-8565U,Intel UHD Graphics 620,"8 GB  ,, Dual-channel","WDC PC SN520 SDAPNUW-512G, 512 GB  ","13.00 inch 3:2, 2160 x 1440 pixel 200 PPI, Chi Mei CMN8201, IPS, glossy: yes","1.307 kg ( = 46.1 oz / 2.88 pounds), Power Supply: 203 g ( = 7.16 oz / 0.45 pounds)",900 Euro
Huawei MateBook D 14 W00D-53010GXL,2019,AMD Ryzen 5 2500U,AMD Radeon RX Vega 8 (Ryzen 2000/3000),"8 GB  ,, dual channel","SK Hynix SC313 HFS256G39TNF, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, BOE083C, IPS, glossy: no","1.47 kg ( = 51.85 oz / 3.24 pounds), Power Supply: 203 g ( = 7.16 oz / 0.45 pounds)",699 Euro
Huawei MateBook 14-KLV-W29B,2019,Intel Core i7-8565U,NVIDIA GeForce MX250,"16 GB  ,, DDR3-2133","512 MB NAND Flash, 0.5 GB  ","14.00 inch 3:2, 2160 x 1440 pixel 185 PPI, Capacitive, IPS",1.49 kg ( = 52.56 oz / 3.28 pounds) ( = 0 oz / 0 pounds),
Huawei MateBook D 14 W50F,2019,Intel Core i5-8250U,Intel UHD Graphics 620,"8 GB  ,, DDR4 2133, dual channel, 1 SO-DIMM slot, occupied","SanDisk SD9SN8W256G1027, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, BOE0764 / TV140FHM-NH0, IPS, glossy: no","1.47 kg ( = 51.85 oz / 3.24 pounds), Power Supply: 204 g ( = 7.2 oz / 0.45 pounds)",999 EUR
Huawei MateBook 14 KLV-W29,2019,Intel Core i7-8565U,NVIDIA GeForce MX250,"16 GB  ,, LPDDR3, 1200 MHz, 10-10-10-28, Dual-Channel","Samsung SSD PM981 MZVLB512HAJQ, 512 GB  ","14.00 inch 3:2, 2160 x 1440 pixel 185 PPI, 10-point capacitive, Chi Mei CMN8C02, IPS, P140KZA-BZ1, glossy: yes","1.53 kg ( = 53.97 oz / 3.37 pounds), Power Supply: 197 g ( = 6.95 oz / 0.43 pounds)",1500 Euro
"Huawei MateBook X Pro 2019, i5-8265U",2019,Intel Core i5-8265U,NVIDIA GeForce MX250,"8 GB  ,, DDR3-2133","512 MB NAND Flash, 0.5 GB  ","13.90 inch 3:2, 3000 x 2000 pixel 259 PPI, Capacitive, LTPS, Screen-to-body ratio: 91%, Viewing angle: 178 degrees, Colour: sRGB 100% colour gamut (Typical Value), Contrast: 1500:1, Maximum Brightness: 450 nits, glossy: yes",1.33 kg ( = 46.91 oz / 2.93 pounds) ( = 0 oz / 0 pounds),
"Huawei MateBook 14, i5KLV-W19)",2019,Intel Core i5-8265U,NVIDIA GeForce MX250,"8 GB  ,, DDR3-2133","256 GB NVMe, 256 GB  ","14.00 inch 3:2, 2160 x 1440 pixel 185 PPI, IPS, glossy: yes",1.49 kg ( = 52.56 oz / 3.28 pounds) ( = 0 oz / 0 pounds),
Huawei MateBook D 14 W50F-53010CQB,2019,Intel Core i5-8250U,Intel UHD Graphics 620,8 GB  , 256 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),
Huawei MateBook 13 i7,2019,Intel Core i7-8565U,NVIDIA GeForce MX150,"8 GB  ,, 1200 MHz, 10-10-10-28, Dual-Channel","Samsung SSD PM981 MZVLB512HAJQ, 512 GB  ","13.00 inch 3:2, 2160 x 1440 pixel 200 PPI, 10-point capacitive, Chi Mei CMN8201, IPS, P130ZFA-BA1, glossy: yes","1.3 kg ( = 45.86 oz / 2.87 pounds), Power Supply: 195 g ( = 6.88 oz / 0.43 pounds)",1300 USD
Lenovo Ideapad C340-14API 81N6004UGE,2019,AMD Ryzen 5 3500U,AMD Radeon RX Vega 8 (Ryzen 2000/3000),"8 GB  ,, DDR4-2400, dual-channel, one slot (populateD), 4 GB soldered","Samsung SSD PM981 MZVLB256HAHQ, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, capacitive, 10-point touch, native pen support, BOE CQ NV140FHM-N48, IPS, glossy: yes","1.65 kg ( = 58.2 oz / 3.64 pounds), Power Supply: 361 g ( = 12.73 oz / 0.8 pounds)",699 Euro
Lenovo Yoga C940-14IIL-81Q9004GMH,2019,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),16 GB  , 512 GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: yes",1.35 kg ( = 47.62 oz / 2.98 pounds) ( = 0 oz / 0 pounds),
Lenovo Yoga C940-14IIL,2019,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),"16 GB  ,, LPDDR4X-3733 soldered","Samsung SSD PM981 MZVLB512HAJQ, 512 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, 10-Punkt, native pen support, LP140WF9-SPE2, IPS LED, glossy: yes, HDR","1.403 kg ( = 49.49 oz / 3.09 pounds), Power Supply: 357 g ( = 12.59 oz / 0.79 pounds)",1549 Euro
Lenovo ThinkBook 15-IML-XXTBXTM8001,2019,Intel Core i7-1060G7,AMD Radeon 620,"16 GB  ,, DDR4", 1TB M.2 PCIe SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),
Lenovo Ideapad S340-14IIL-81VV00DPGE,2019,Intel Core i5-1035G1,Intel UHD Graphics G1 (Ice Lake 32 EU),"8 GB  ,, DDR4-2400", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no",1.6 kg ( = 56.44 oz / 3.53 pounds) ( = 0 oz / 0 pounds),700 Euro
Lenovo ThinkBook 13s-IWL-20R9006YMH,2019,Intel Core i5-8265U,Intel UHD Graphics 620,8 GB  , 256 GB SSD,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, glossy: no",1.3 kg ( = 45.86 oz / 2.87 pounds) ( = 0 oz / 0 pounds),
Lenovo Ideapad S540-14API-81NH002YGE,2019,AMD Ryzen 5 3500U,AMD Radeon RX Vega 8 (Ryzen 2000/3000),"8 GB  ,, DDR4-2400","512 GB UFS 2.1 Flash, 512 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),700 Euro
Lenovo Ideapad L340-15IRH-81LK0093MB,2019,Intel Core i7-9750H,NVIDIA GeForce GTX 1650 Mobile,16 GB  , 1 TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",2.2 kg ( = 77.6 oz / 4.85 pounds) ( = 0 oz / 0 pounds),
Lenovo Yoga S740-14IIL-81RS0016GE,2019,Intel Core i7-1065G7,NVIDIA GeForce MX250,"16 GB  ,, DDR4-3733", 512GB M.2,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: yes",1.4 kg ( = 49.38 oz / 3.09 pounds) ( = 0 oz / 0 pounds),1200 Euro
Lenovo Ideapad 720S-13IKBR-81BV0098SP,2019,Intel Core i5-8250U,Intel UHD Graphics 620,8 GB  , 256 GB SSD,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, IPS, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),
Lenovo Yoga C740-14IML-81TC002RGE,2019,Intel Core i5-10210U,Intel UHD Graphics 620,"8 GB  ,, DDR4-2666", 512GB M.2 PCIe,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, Capacitive, native pen support, IPS, glossy: yes",1.4 kg ( = 49.38 oz / 3.09 pounds) ( = 0 oz / 0 pounds),1000 Euro
Lenovo ThinkPad P1 20QT000LMH,2019,Intel Core i7-9750H,NVIDIA Quadro T1000 (Laptop),16 GB  , 512 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),
Lenovo Legion Y540-17IRH-81Q4002CGE,2019,Intel Core i7-9750H,NVIDIA GeForce RTX 2060 Mobile,"16 GB  ,, DDR4-2666", 512GB M.2 PCIe + 1TB HDD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no",2.84 kg ( = 100.18 oz / 6.26 pounds) ( = 0 oz / 0 pounds),1100 Euro
Lenovo ThinkPad X1 Extreme G2-20QV000WGE,2019,Intel Core i7-9750H,NVIDIA GeForce GTX 1650 Max-Q,"16 GB  ,, DDR4-2666", 512GB M.2 PCIe,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, HDR",1.71 kg ( = 60.32 oz / 3.77 pounds) ( = 0 oz / 0 pounds),2800 Euro
Lenovo ThinkPad X1 Carbon G7,2019,Intel Core i7-8565U,Intel UHD Graphics 620,"16 GB  ,, DDR3","512 MB NAND Flash, 0.5 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS",1.11 kg ( = 39.15 oz / 2.45 pounds) ( = 0 oz / 0 pounds),
Lenovo V155-15API-81V50008SP,2019,AMD Ryzen 5 3500U,AMD Radeon RX Vega 8 (Ryzen 2000/3000),8 GB  , 256 GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",2.2 kg ( = 77.6 oz / 4.85 pounds) ( = 0 oz / 0 pounds),
Lenovo ThinkPad P53-20QN0012PB,2019,Intel Xeon E-2276M,NVIDIA Quadro RTX 5000 Max-Q,"32 GB  ,, DDR4-2666", 1TB M.2 PCIe,"15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, IPS, glossy: no, HDR",2.5 kg ( = 88.19 oz / 5.51 pounds) ( = 0 oz / 0 pounds),6000 Euro
Lenovo ThinkPad X1 Carbon 2019-20QE000VGE,2019,Intel Core i7-8665U,Intel UHD Graphics 620,"16 GB  ,, LPDDR3-2166, Dual-Channel, on-Board",", 512 GB  ","14.00 inch 16:9, 2560 x 1440 pixel 210 PPI, LP140QH2-SPD1, IPS, glossy: no","1.113 kg ( = 39.26 oz / 2.45 pounds), Power Supply: 366 g ( = 12.91 oz / 0.81 pounds)",2450 Euro
Lenovo Yoga C640-13IML-81UE0003GE,2019,Intel Core i5-10210U,Intel UHD Graphics 620,8 GB  , 256 GB SSD,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, glossy: yes",1.4 kg ( = 49.38 oz / 3.09 pounds) ( = 0 oz / 0 pounds),
Lenovo ThinkPad X1 Carbon G7-20QD003EGE,2019,Intel Core i5-8265U,Intel UHD Graphics 620,"8 GB  ,, DDR3-2133 (soldered)","256 GB NVMe, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, 400cd/​m², 60Hz, glossy: no",1.09 kg ( = 38.45 oz / 2.4 pounds) ( = 0 oz / 0 pounds),1700 Euro
Lenovo Yoga S740-14IIL-81RS001DGE,2019,Intel Core i5-1035G4,Intel Iris Plus Graphics G4 (Ice Lake 48 EU),"8 GB  ,, LPDDR4X-3733, Dual-Channel, Speicher fest verlötet, keine Speicherbänke",", 512 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, AU Optronics B14HAN05.A, IPS, glossy: yes, 60 Hz",1.4 kg ( = 49.38 oz / 3.09 pounds) ( = 0 oz / 0 pounds),900 Euro
Lenovo Yoga C630-81JL000HMX,2019,Qualcomm Snapdragon 850,Qualcomm Adreno 630,4 GB  , 128 GB UFS,"13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, glossy: yes",1.2 kg ( = 42.33 oz / 2.65 pounds) ( = 0 oz / 0 pounds),
Lenovo Legion Y540-15IRH,2019,Intel Core i7-9750H,NVIDIA GeForce RTX 2060 Mobile,"16 GB  ,, SO-DIMM DDR4 2666, dual-channel, 2 out of 2 slots occupied",", 1024 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, BOE NV156FHM-N4G (BOE084D), IPS, 144 Hz, glossy: no","2.3 kg ( = 81.13 oz / 5.07 pounds), Power Supply: 794 g ( = 28.01 oz / 1.75 pounds)",1700 EUR
Lenovo ThinkBook 14-IML-20RV006TGE,2019,Intel Core i5-10210U,Intel UHD Graphics 620,"8 GB  ,, DDR4-2666","Samsung SSD PM981a MZVLB256HBHQ, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, Chi Mei, CMN14D4, N140HCA-EAC, IPS, glossy: no","1.57 kg ( = 55.38 oz / 3.46 pounds), Power Supply: 352 g ( = 12.42 oz / 0.78 pounds)",700 EUR
Lenovo ThinkBook 14-IML-20RV005WGE,2019,Intel Core i7-10510U,Intel UHD Graphics 620,"16 GB  ,, DDR4-2666", 512GB M.2,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),850 Euro
Lenovo Legion Y545-15-81Q6CTO1WWENMY0,2019,Intel Core i7-9750H,NVIDIA GeForce GTX 1660 Ti Mobile,"16 GB  ,, DDR4-2666","128 GB NVMe, 128 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no",2.3 kg ( = 81.13 oz / 5.07 pounds) ( = 0 oz / 0 pounds),1100 Euro
Lenovo ThinkBook 13s-IWL-20R9005LUS,2019,Intel Core i5-8265U,Intel UHD Graphics 620,"8 GB  ,, DDR4-2400","128 GB NVMe, 128 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, IPS, glossy: no","1.33 kg ( = 46.91 oz / 2.93 pounds), Power Supply: 365 g ( = 12.88 oz / 0.8 pounds)",850 Euro
Lenovo Legion Y740-17ICHg-81UJ001UGE,2019,Intel Core i7-9750H,NVIDIA GeForce RTX 2070 Max-Q,"16 GB  ,, DDR4-2666","512 GB UFS 2.1 Flash, 512 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no",2.9 kg ( = 102.29 oz / 6.39 pounds) ( = 0 oz / 0 pounds),2200 Euro
Lenovo Ideapad 330-15ARR-81D2007MSP,2019,AMD Ryzen 3 2200U,AMD Radeon RX Vega 3,4 GB  , 128 GB SSD,"15.60 inch 16:9, 1366 x 768 pixel 100 PPI, glossy: no",2.2 kg ( = 77.6 oz / 4.85 pounds) ( = 0 oz / 0 pounds),
