Laptop_name,Year,CPU,GPU,Memory,Storage,Display,Weight(kg),Price
Acer ConceptD 7 Ezel Pro CC715-72G-71H9,2022,Intel Core i7-11800H,NVIDIA GeForce RTX 3080 Laptop GPU,"32 GB  ,, DDR4", 1TB SSD,"16.00 inch 16:9, 3840 x 2160 pixel 275 PPI, Capacitive, IPS, glossy: yes",2.5 kg ( = 88.19 oz / 5.51 pounds) ( = 0 oz / 0 pounds),3600 Euro
Acer ConceptD 3 Ezel Pro CC315-73P-73QS,2022,Intel Core i7-11800H,NVIDIA T1200 Laptop GPU,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, Capacitive, native pen support, IPS, glossy: yes, 60 Hz",2.2 kg ( = 77.6 oz / 4.85 pounds) ( = 0 oz / 0 pounds),2100 Euro
Acer Aspire Vero AV15-52-772X,2022,Intel Core i7-1255U,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, DDR4", 1TB SD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS",1.76 kg ( = 62.08 oz / 3.88 pounds) ( = 0 oz / 0 pounds),
Acer Aspire Vero AV15-51-78SB,2022,Intel Core i7-1195G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),
Acer Aspire Vero AV15-51-76PV,2022,Intel Core i7-1195G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, DDR4-3200", TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),
Acer Aspire Vero AV15-51-7555,2022,Intel Core i7-1195G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),1000 Euro
Acer Aspire Vero AV15-51-58JC,2022,Intel Core i5-1155G7,Intel Iris Xe Graphics G7 80EUs,"16 GB  ,, DDR4-3200", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),
Acer Aspire Vero AV15-52-712Q,2022,Intel Core i7-1255U,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, DDR4", 1TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI",1.76 kg ( = 62.08 oz / 3.88 pounds) ( = 0 oz / 0 pounds),900 Euro
Acer Aspire Vero AV15-51-55K2,2022,Intel Core i5-1155G7,Intel Iris Xe Graphics G7 80EUs,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),750 Euro
Acer Aspire Vero AV15-51-55CG,2022,Intel Core i5-1155G7,Intel Iris Xe Graphics G7 80EUs,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),800 Euro
Acer Aspire Vero AV15-51-522W,2022,Intel Core i5-1155G7,Intel Iris Xe Graphics G7 80EUs,8 GB  , 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, 60 Hz",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),700 Euro
Acer Aspire Vero AV14-51-59UW,2022,Intel Core i5-1235U,Intel Iris Xe Graphics G7 80EUs,"8 GB  ,, DDR4", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, 60 Hz",1.5 kg ( = 52.91 oz / 3.31 pounds) ( = 0 oz / 0 pounds),750 Euro
"Acer Aspire One 14, Pentium Gold 4415U",2022,Intel Pentium Gold 4415U,Intel HD Graphics 610,4 GB  , 1TB HDD,"14.00 inch 16:9, 1366 x 768 pixel 112 PPI, LED, glossy: no, 60 Hz",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 7 A715-75G-76NG,2022,Intel Core i7-10750H,NVIDIA GeForce GTX 1650 Ti Mobile,"16 GB  ,, DDR4-2666", 1TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",2.15 kg ( = 75.84 oz / 4.74 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 7 A715-51G-529E,2022,Intel Core i5-1240P,NVIDIA GeForce RTX 3050 Laptop GPU,"8 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI",2.1 kg ( = 74.08 oz / 4.63 pounds) ( = 0 oz / 0 pounds),800 Euro
Acer Aspire 7 A715-42G-R8BV,2022,AMD Ryzen 5 5500U,NVIDIA GeForce RTX 3050 Laptop GPU,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.15 kg ( = 75.84 oz / 4.74 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 7 A715-42G-R69L,2022,AMD Ryzen 5 5500U,NVIDIA GeForce RTX 3050 Laptop GPU,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 144 Hz",2.15 kg ( = 75.84 oz / 4.74 pounds) ( = 0 oz / 0 pounds),1000 Euro
Acer Aspire 5 A517-52G-59GP,2022,Intel Core i5-1135G7,NVIDIA GeForce MX450,"16 GB  ,, DDR4", 512GB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no, 60 Hz",2.6 kg ( = 91.71 oz / 5.73 pounds) ( = 0 oz / 0 pounds),1100 Euro
Acer Aspire 5 A515-57G-705U,2022,Intel Core i7-1260P,NVIDIA GeForce RTX 2050 Mobile,"16 GB  ,, DDR4", 1TB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.76 kg ( = 62.08 oz / 3.88 pounds) ( = 0 oz / 0 pounds),1200 Euro
Acer Aspire 5 A515-57-58LU,2022,Intel Core i5-1235U,Intel Iris Xe Graphics G7 80EUs,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.76 kg ( = 62.08 oz / 3.88 pounds) ( = 0 oz / 0 pounds),780 Euro
Acer Aspire 5 A515-57-56UV,2022,Intel Core i5-1235U,Intel Iris Xe Graphics G7 80EUs,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, 60 Hz",1.76 kg ( = 62.08 oz / 3.88 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 5 A515-57-3488,2022,Intel Core i3-1215U,Intel UHD Graphics 64EUs (Alder Lake 12th Gen),"8 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.76 kg ( = 62.08 oz / 3.88 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 5 A515-56G-78TR,2022,Intel Core i7-1165G7,NVIDIA GeForce MX350,"8 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.65 kg ( = 58.2 oz / 3.64 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 5 A515-56-758V,2022,Intel Core i7-1165G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS",1.65 kg ( = 58.2 oz / 3.64 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 5 A515-56-572C,2022,Intel Core i5-1135G7,Intel Iris Xe Graphics G7 80EUs,"8 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, TN, glossy: no, 60 Hz",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),550 Euro
Acer Aspire 5 A515-56-32DK,2022,Intel Core i3-1115G4,Intel UHD Graphics Xe G4 48EUs,"4 GB  ,, DDR4","128 GB eMMC Flash, 128 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, 60 Hz",1.65 kg ( = 58.2 oz / 3.64 pounds) ( = 0 oz / 0 pounds),300 Euro
Acer Aspire 5 A515-46-R3UB,2022,AMD Ryzen 3 3350U,AMD Radeon RX Vega 6 (Ryzen 2000/3000),"4 GB  ,, DDR4","128 GB NVMe, 128 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 5 A515-45-R7HG,2022,AMD Ryzen 5 5500U,AMD Radeon RX Vega 7,"16 GB  ,, DDR4", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),750 Euro
Acer Aspire 5 A515-45-R74Z,2022,AMD Ryzen 5 5500U,AMD Radeon RX Vega 7,"8 GB  ,, DDR4","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.8 kg ( = 63.49 oz / 3.97 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 5 A514-54G-743J,2022,Intel Core i7-1165G7,NVIDIA GeForce MX350,"8 GB  ,, DDR4", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no, 60 Hz",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 5 A514-54-501Z,2022,Intel Core i5-1135G7,Intel Iris Xe Graphics G7 80EUs,"8 GB  ,, DDR4","256 GB NVMe, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no, 60 Hz",1.55 kg ( = 54.67 oz / 3.42 pounds) ( = 0 oz / 0 pounds),550 Euro
Acer Aspire 3 A317-53-58F1,2022,Intel Core i5-1135G7,Intel Iris Xe Graphics G7 80EUs,"16 GB  ,, DDR4", 1TB SSD,"17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no, 60 Hz",2.6 kg ( = 91.71 oz / 5.73 pounds) ( = 0 oz / 0 pounds),850 Euro
Acer Aspire 3 A317-33-C82Z,2022,Intel Celeron N5100,Intel UHD Graphics (Jasper Lake 24 EU),"8 GB  ,, DDR4","256 GB NVMe, 256 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, IPS, glossy: no, 60 Hz",2.5 kg ( = 88.19 oz / 5.51 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 3 A315-58-57F6,2022,Intel Core i5-1135G7,Intel Iris Xe Graphics G7 80EUs,"8 GB  ,, DDR4","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, 60 Hz",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 3 A315-58-36U6,2022,Intel Core i3-1115G4,Intel UHD Graphics Xe G4 48EUs,"8 GB  ,, DDR4","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 3 A315-35-P9GR,2022,Intel Pentium Silver N6000,Intel UHD Graphics (Jasper Lake 32 EU),"8 GB  ,, DDR4","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.7 kg ( = 59.97 oz / 3.75 pounds) ( = 0 oz / 0 pounds),500 Euro
Acer Aspire 3 A315-35-C2GV,2022,Intel Celeron N5100,Intel UHD Graphics (Jasper Lake 24 EU),"4 GB  ,, DDR4","256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no, 60 Hz",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),300 Euro
Acer Aspire 3 A314-22-R9MH,2022,AMD Ryzen 3 3250U,AMD Radeon RX Vega 3,"8 GB  ,, DDR4", 1TB HDD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no, 60 Hz",1.9 kg ( = 67.02 oz / 4.19 pounds) ( = 0 oz / 0 pounds),
Acer Aspire 1 A114-33-P2EY,2022,Intel Pentium Silver N6000,Intel UHD Graphics (Jasper Lake 32 EU),"4 GB  ,, DDR4","128 GB eMMC Flash, 128 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no, 60 Hz",1.6 kg ( = 56.44 oz / 3.53 pounds) ( = 0 oz / 0 pounds),550 Euro
Acer Aspire 1 A114-33-C51G,2022,Intel Celeron N4500,Intel UHD Graphics (Jasper Lake 16 EU),4 GB  ,"64 GB eMMC Flash, 64 GB  ","14.00 inch 16:9, 1366 x 768 pixel 112 PPI, glossy: no, 60 Hz",1.45 kg ( = 51.15 oz / 3.2 pounds) ( = 0 oz / 0 pounds),250 Euro
Asus VivoBook Pro 16X OLED N7600PC-L2026X,2022,Intel Core i7-11370H,NVIDIA GeForce RTX 3050 Laptop GPU,"16 GB  ,, Dual-channel, soldered ,, 512 GB  ,, 450 GB free",", 512 GB  ","16.00 inch 16:10, 3840 x 2400 pixel 284 PPI, Samsung ATNA60YV02-0, OLED, VESA DisplayHDR 8-Bit color depth, glossy: yes, HDR, 60 Hz","1.969 kg ( = 69.45 oz / 4.34 pounds), Power Supply: 446 g ( = 15.73 oz / 0.98 pounds)",1599.90 EUR
Asus Zenbook 17 Fold UX9702,2022,Intel Core i7-1250U,Intel Iris Xe Graphics G7 80EUs,"16 GB  ,, LPDDR5-5200, dual-channel, onboard",", 1024 GB  ","17.30 inch 4:3, 2560 x 1920 pixel 185 PPI, Capacitive, BOE9C40, OLED, glossy: yes, HDR, 60 Hz","1.826 kg ( = 64.41 oz / 4.03 pounds), Power Supply: 225 g ( = 7.94 oz / 0.5 pounds)",3499 Euro
Asus ROG Zephyrus G14 GA402RJ,2022,AMD Ryzen 7 6800HS,AMD Radeon RX 6700S,"16 GB  ,, DDR5-4800, 8 GB soldered & 8 GB SO-DIMM",", 1024 GB  ","14.00 inch 16:10, 2560 x 1600 pixel 216 PPI, BOEhydis NE140QDM-NX1, IPS, Pantone Validated, Adaptive Sync, Dolby Vision HDR, glossy: no, 120 Hz","1.7 kg ( = 59.97 oz / 3.75 pounds), Power Supply: 570 g ( = 20.11 oz / 1.26 pounds)",1900 EUR
Asus ExpertBook B2 Flip B2502FBA-N80141X,2022,Intel Core i7-1260P,Intel Iris Xe Graphics G7 96EUs,"32 GB  ,, DDR4-3200, Dual-Channel-Mode, two memory slots (both in use)",", 1024 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, capacitive, 10 Touchpoints, native pen support, AU Optronics B156HAN02.1, IPS, AntiGlare, glossy: no, 60 Hz","1.9 kg ( = 67.02 oz / 4.19 pounds), Power Supply: 326 g ( = 11.5 oz / 0.72 pounds)",1299 Euro
Asus ZenBook 14 UM425U,2022,AMD Ryzen 7 5700U,AMD Radeon RX Vega 8 (Ryzen 4000/5000),"8 GB  ,, LPDDR4X onboard","SK Hynix HFM512GD3JX013N, 512 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, CMN N140HCE-EN2, IPS, Full HD, glossy: no, 60 Hz","1.206 kg ( = 42.54 oz / 2.66 pounds), Power Supply: 214 g ( = 7.55 oz / 0.47 pounds)",635 EUR
Asus TUF Dash F15 FX517ZC,2022,Intel Core i7-12650H,NVIDIA GeForce RTX 3050 Laptop GPU,"16 GB  ,, DDR5-4800, SK Hynix, 40-39-39-76, Dual-Channel, 2x SODIMM",", 512 GB  ","15.60 inch 16:9, 2560 x 1440 pixel 188 PPI, BOE CQ NE156QHM-NY1, IPS, AdaptiveSync, glossy: no, 165 Hz","1.945 kg ( = 68.61 oz / 4.29 pounds), Power Supply: 599 g ( = 21.13 oz / 1.32 pounds)",950 USD
Asus ROG Flow X16,2022,AMD Ryzen 9 6900HS,NVIDIA GeForce RTX 3070 Ti Laptop GPU,"32 GB  ,, DDR5 4800MHz, 2x 16 GB (two slots), dual channel, 40-39-39-77, max 64 GB",", 1024 GB  ","16.10 inch 16:10, 2560 x 1600 pixel 188 PPI, 10 finger touch + pen support, AUO B160QAN02.S, Mini LED, DisplayHDR 1000, AdaptiveSync, glossy: yes, HDR, 165 Hz",2.08 kg ( = 73.37 oz / 4.59 pounds) ( = 0 oz / 0 pounds),3000 Euro
Asus TUF Dash F15 FX517ZR,2022,Intel Core i7-12650H,NVIDIA GeForce RTX 3070 Laptop GPU,"16 GB  ,, DDR5 4800, dual-channel mode, two memory slots (both in use)",", 1024 GB  ","15.60 inch 16:9, 2560 x 1440 pixel 188 PPI, BOE CQ NE156QHM-NY1, IPS, AdaptiveSync, glossy: no, 165 Hz","1.952 kg ( = 68.85 oz / 4.3 pounds), Power Supply: 477 g ( = 16.83 oz / 1.05 pounds)","1,699 Euro"
Asus ExpertBook B3 Detachable B3000,2022,Qualcomm Snapdragon 7c Gen 2,Qualcomm Adreno 618,"8 GB  ,, LPDDR4X-4266, on-board",", 128 GB  ","10.50 inch 16:10, 1920 x 1200 pixel 215 PPI, Multitouch, native pen support, BOE0942, IPS LED, glossy: yes, detachable screen","616 g ( = 21.73 oz / 1.36 pounds), Power Supply: 280 g ( = 9.88 oz / 0.62 pounds)",700 Euro
Asus ZenBook 14X UM5401QA-KN162,2022,AMD Ryzen 7 5800H,AMD Radeon RX Vega 8 (Ryzen 4000/5000),"16 GB  ,, LPDD4 dual channel, onboard",", 512 GB  ","14.00 inch 16:10, 2880 x 1800 pixel 243 PPI, 10-finger multi, native pen support, Samsung SDC4154 ATNA40YK04-0, OLED, 100% DCI-P3, Pantone, glossy: yes, HDR, 90 Hz","1.406 kg ( = 49.6 oz / 3.1 pounds), Power Supply: 409 g ( = 14.43 oz / 0.9 pounds)",
Asus Vivobook Pro 14 M3401QC-KM007T,2022,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050 Laptop GPU,"16 GB  ,, soldered",", 512 GB  ","14.00 inch 16:10, 2880 x 1800 pixel 243 PPI, SAMSUNG: SDC4171, OLED, glossy: yes, 90 Hz","1.472 kg ( = 51.92 oz / 3.25 pounds), Power Supply: 480 g ( = 16.93 oz / 1.06 pounds)",
Asus Zenbook S 13 OLED,2022,AMD Ryzen 7 6800U,AMD Radeon 680M,"16 GB  ,, LPDDR5-6400, Dual-Channel, Onboard",", 1024 GB  ","13.30 inch 16:10, 2880 x 1800 pixel 255 PPI, capacitive, SDC4172, OLED, HDR, 60 Hz","1.095 kg ( = 38.63 oz / 2.41 pounds), Power Supply: 222 g ( = 7.83 oz / 0.49 pounds)",1500 Euro
Asus VivoBook S 14X S5402Z,2022,Intel Core i7-12700H,Intel Iris Xe Graphics G7 96EUs,"12 GB  ,, 8 GB soldered + 4 GB removable, DDR4-3200, 21-21-21-47",", 512 GB  ","14.50 inch 16:10, 2880 x 1800 pixel 234 PPI, Samsung ATNA45AF01-0, OLED, glossy: yes, 120 Hz","1.627 kg ( = 57.39 oz / 3.59 pounds), Power Supply: 411 g ( = 14.5 oz / 0.91 pounds)",1100 USD
Asus ZenBook Flip 15 Q539ZD,2022,Intel Core i7-12700H,Intel Arc A370M,"16 GB  ,, LPDDR5, 2133 MHz, Dual-Channel, 54-44-44-104",", 1024 GB  ","15.60 inch 16:9, 2880 x 1620 pixel 212 PPI, 10-point capacitive, native pen support, Samsung ATNA56AC01-0, OLED, glossy: yes, HDR, 120 Hz",1.828 kg ( = 64.48 oz / 4.03 pounds) ( = 0 oz / 0 pounds),1400 USD
Asus Zenbook Pro 14 Duo OLED UX8402ZA,2022,Intel Core i7-12700H,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, LPDDR5, dual-channel, onboard",", 512 GB  ","14.50 inch 16:10, 2880 x 1800 pixel 234 PPI, capacitive, ATNA45AF01-0, OLED, glossy: yes, HDR, 120 Hz","1.736 kg ( = 61.24 oz / 3.83 pounds), Power Supply: 420 g ( = 14.82 oz / 0.93 pounds)","1,900 Euro"
ROG Strix Scar 15 G533ZW,2022,Intel Core i9-12900H,NVIDIA GeForce RTX 3070 Ti Laptop GPU,"32 GB  ,, Quad-channel DDR5-4800, Timings: 40-39-39-76",", 2048 GB  ","15.60 inch 16:9, 2560 x 1440 pixel 188 PPI, BOE CQ NE156QHM-NZ2, IPS-level, Adaptive Sync, glossy: no, HDR, 240 Hz",2.3 kg ( = 81.13 oz / 5.07 pounds) ( = 0 oz / 0 pounds),3252 Euro
Asus ROG Zephyrus Duo 16 GX650RX,2022,AMD Ryzen 9 6900HX,NVIDIA GeForce RTX 3080 Ti Laptop GPU,"64 GB  ,, DDR5-4800, dual-channel mode, two memory slots (both in use)",", 4096 GB  ","16.00 inch 16:10, 3840 x 2400 pixel 283 PPI, BOE NE160QAM-NX1, IPS level, FreeSync Premium, Pantone Validated, (second screen: 14 in, 3840 x 1100 pixels, IPS level, capacitive, stylus support), glossy: no, HDR, 120 Hz","2.56 kg ( = 90.3 oz / 5.64 pounds), Power Supply: 850 g ( = 29.98 oz / 1.87 pounds)",4999 Euro
Asus ZenBook Flip 14 UN5401QA-KN085W,2022,AMD Ryzen 7 5800H,AMD Radeon RX Vega 8 (Ryzen 4000/5000),"16 GB  ,, LPDDR4-3200, Dual-Channel, Onboard","Intel SSD 600p SSDPEKKW512G7, 512 GB  ","14.00 inch 16:10, 2880 x 1800 pixel 243 PPI, 10-point capacitive, native pen support, SDC4154, OLED, glossy: yes, detachable screen, HDR, 90 Hz","1.4 kg ( = 49.38 oz / 3.09 pounds), Power Supply: 404 g ( = 14.25 oz / 0.89 pounds)",1299 Euro
Asus Zenbook Pro 15 OLED UM535Q,2022,AMD Ryzen 9 5900HX,NVIDIA GeForce RTX 3050 Ti Laptop GPU,"16 GB  ,, LPDDR4X, 2129 MHz, 40-29-45-90, Dual-Channel",", 1024 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, 10-point capacitive, native pen support, Samsung ATNA56YX03-0, OLED, glossy: yes, 60 Hz","1.865 kg ( = 65.79 oz / 4.11 pounds), Power Supply: 408 g ( = 14.39 oz / 0.9 pounds)",1500 USD
VivoBook 17 F712JA,2022,Intel Core i7-1065G7,Intel Iris Plus Graphics G7 (Ice Lake 64 EU),"16 GB  ,, DDR4-3200, dual-channel (1 slot + 8 GB soldered in), 22-22-22-52","Kingston OM8PCP3512F-AB, 512 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, BOE NV173FHM-N49, IPS, glossy: no, 60 Hz","2.2 kg ( = 77.6 oz / 4.85 pounds), Power Supply: 136 g ( = 4.8 oz / 0.3 pounds)",799 Euro
Asus VivoBook 15 OLED M513UA-L1282W,2022,AMD Ryzen 7 5700U,AMD Radeon RX Vega 8 (Ryzen 4000/5000),"16 GB  ,, DDR4-3200, Dual-Channel-Mode, one memory slot (in use), 8 GB onboard",", 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, Samsung ATNA56YX03-0, OLED, glossy: yes, 60 Hz","1.8 kg ( = 63.49 oz / 3.97 pounds), Power Supply: 166 g ( = 5.86 oz / 0.37 pounds)",799 Euro
Asus ZenBook 14X OLED UX5400EA-L7154W,2022,Intel Core i7-1165G7,NVIDIA GeForce MX450,"16 GB  ,, LPDDR4X, onboard,, 1024 GB  ,, M.2 2280, 735 GB free",", 1024 GB  ","14.00 inch 16:10, 2880 x 1800 pixel 243 PPI, Multi-Touch, native pen support, Samsung SDC415B ATNA40YN04-0, OLED, VESA DisplayHDR True Black 500, 100% DCI-P3, Digitizer, glossy: yes, HDR, 90 Hz","1.437 kg ( = 50.69 oz / 3.17 pounds), Power Supply: 410 g ( = 14.46 oz / 0.9 pounds)",
Asus TUF Gaming F17 FX707Z-HX011W,2022,Intel Core i7-12700H,NVIDIA GeForce RTX 3060 Laptop GPU,"16 GB  ,, 2x 8GB DDR5-4800 (2.400 MHz), up to 32 GB",", 1024 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, AU Optronics B173HAN04.9 (AUO4B9D), IPS, glossy: no, 144 Hz","2.515 kg ( = 88.71 oz / 5.54 pounds), Power Supply: 725 g ( = 25.57 oz / 1.6 pounds)",1750 Euro
Asus TUF Gaming F15 FX507ZM,2022,Intel Core i7-12700H,NVIDIA GeForce RTX 3060 Laptop GPU,"16 GB  ,, SK Hynix, DDR5-4800, 2400 MHz, Dual-Channel, 40-39-39-76",", 1024 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, TL156VDXP0101, IPS, glossy: no, 300 Hz","2.077 kg ( = 73.26 oz / 4.58 pounds), Power Supply: 656 g ( = 23.14 oz / 1.45 pounds)",1500 USD
Asus ROG Zephyrus G14 GA402RK,2022,AMD Ryzen 9 6900HS,AMD Radeon RX 6800S,"32 GB  ,, 16 GB DDR5 on-board + 16 GB DDR5-4800 SO-DIMM",", 1024 GB  ","14.00 inch 16:10, 2560 x 1600 pixel 216 PPI, NE140QDM-NX1 (BOE0A1D), IPS-Level, FreeSync, Pantone Validated, WQXGA, glossy: no, HDR, 120 Hz","1.71 kg ( = 60.32 oz / 3.77 pounds), Power Supply: 565 g ( = 19.93 oz / 1.25 pounds)",2299 EUR
Asus ROG Flow Z13 GZ301ZE,2022,Intel Core i9-12900H,NVIDIA GeForce RTX 3050 Ti Laptop GPU,"16 GB  ,, LPDDR5-5200, dual-channel, onboard",", 1024 GB  ","13.40 inch 16:10, 1920 x 1200 pixel 169 PPI, capacitive, LQ134N1JW54, IPS, glossy: yes, detachable screen, HDR, 120 Hz","1.185 kg ( = 41.8 oz / 2.61 pounds), Power Supply: 407 g ( = 14.36 oz / 0.9 pounds)","2,100 Euro"
Asus ExpertBook B3 Flip B3402FEA,2022,Intel Core i7-1165G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, DDR4-3200, Single-Channel-Mode, 16 GB onboard, one memory slot (empty)",", 512 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, capacitive, 10 touchpoints, native pen support, AU Optronics B140HAN04.0, IPS, glossy: yes, 60 Hz","1.61 kg ( = 56.79 oz / 3.55 pounds), Power Supply: 350 g ( = 12.35 oz / 0.77 pounds)",1499 Euro
Asus ExpertBook B7 Flip B7402FEA,2022,Intel Core i7-1195G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, DDR4-3200, single-channel mode, two memory slots (one in use)",", 1024 GB  ","14.00 inch 16:10, 1900 x 1200 pixel 161 PPI, capacitive, 10 touchpoints, native pen support, BOE CQ NE140WUM-N65, IPS, glossy: yes, 60 Hz","1.44 kg ( = 50.79 oz / 3.17 pounds), Power Supply: 330 g ( = 11.64 oz / 0.73 pounds)","2,500 Euro"
