Laptop_name,Year,CPU,GPU,Memory,Storage,Display,Weight(kg),Price
Acer Predator Helios 300 PH317-56-718D,2022,Intel Core i7-12700H,NVIDIA GeForce RTX 3070 Ti Laptop GPU,"32 GB  ,, 2x 16 GB Samsung DDR5-4800",", 1024 GB  ","17.30 inch 16:9, 2560 x 1440 pixel 170 PPI, BOE0A1A, IPS, glossy: no, 165 Hz","2.993 kg ( = 105.58 oz / 6.6 pounds), Power Supply: 1.034 kg ( = 36.47 oz / 2.28 pounds)",
Xiaomi Mi NoteBook Pro,2021,Intel Core i7-11370H,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, DDR4-3200 Dual-Channel, Timings: 22-22-22-52",", 512 GB  ","14.00 inch 16:10, 2560 x 1600 pixel 216 PPI, Panda LM140GF1L02, Oxide TFT-LCD FFS, 178° Wide-viewing angle, glossy: no, 60 Hz",1.4 kg ( = 49.38 oz / 3.09 pounds) ( = 0 oz / 0 pounds),853 EUR
MSI WE76 11UM-456,2021,Intel Core i9-11980HK,NVIDIA RTX A5000 Laptop GPU,"32 GB  ,, DDR4-3200, dual-channel, 2 slots, max. 64 GB",", 2048 GB  ","17.30 inch 16:9, 3840 x 2160 pixel 255 PPI, B173ZAN03.3, IPS, glossy: no, 120 Hz","2.922 kg ( = 103.07 oz / 6.44 pounds), Power Supply: 1.06 kg ( = 37.39 oz / 2.34 pounds)","4,799 Euro"
LG Gram 17Z90P-G.AA56G,2021,Intel Core i5-1135G7,Intel Iris Xe Graphics G7 80EUs,"16 GB  ,, LPDDR4X-4266, dual-channel mode, onboard, no memory slots ",", 512 GB  ","17.00 inch 16:10, 2560 x 1600 pixel 178 PPI, IPS, glossy: yes, 60 Hz","1.35 kg ( = 47.62 oz / 2.98 pounds), Power Supply: 287 g ( = 10.12 oz / 0.63 pounds)",1549 Euro
Lenovo ThinkPad X1 Extreme G4-20Y50040GE,2021,Intel Core i9-11950H,NVIDIA GeForce RTX 3080 Laptop GPU,"32 GB  ,, DDR4-3200, Sibgle-Channel, 1/2 slots in use, max. 64 GB",", 1024 GB  ","16.00 inch 16:10, 3840 x 2400 pixel 283 PPI, Capacitive, LP160UQ1-SPB1, IPS, glossy: yes, HDR, 60 Hz","1.86 kg ( = 65.61 oz / 4.1 pounds), Power Supply: 882 g ( = 31.11 oz / 1.94 pounds)",4400 Euro
Lenovo IdeaPad 3 15ALC6,2021,AMD Ryzen 3 5300U,AMD Radeon RX Vega 6 (Ryzen 4000/5000),"8 GB  ,, 4 GB soldered + 4 GB Samsung DDR4-3200 (1x SODIMM)",", 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, Yes, BOE CQ NV156FHM-T07, IPS, LEN9052, glossy: no, 60 Hz","1.694 kg ( = 59.75 oz / 3.73 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",540 USD
Huawei MateBook 16 R7 5800H,2021,AMD Ryzen 7 5800H,AMD Radeon RX Vega 8 (Ryzen 4000/5000),"16 GB  ,, DDR4-3200, Dual Channel, onboard",", 512 GB  ","16.00 inch 3:2, 2520 x 1680 pixel 189 PPI, BOE TV160DKT-NH0, glossy: yes, 60 Hz","1.99 kg ( = 70.2 oz / 4.39 pounds), Power Supply: 482 g ( = 17 oz / 1.06 pounds)",1199 Euro
Huawei MateBook 14s i7,2021,Intel Core i7-11370H,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, LPDDR4x-3733, Dual-Channel, on-board",", 512 GB  ","14.20 inch 3:2, 2520 x 1680 pixel 213 PPI, capacitiveLTPS, CSOTT3 U17B MNE208ZA1-3, LTPS, glossy: yes, 90 Hz","1.443 kg ( = 50.9 oz / 3.18 pounds), Power Supply: 241 g ( = 8.5 oz / 0.53 pounds)",1299 Euro
Huawei MateBook X Pro 2021,2021,Intel Core i7-1165G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, LPDDR4x 4266 MHz, Dual-Channel, 36-39-39-90",", 1024 GB  ","13.90 inch 3:2, 3000 x 2000 pixel 259 PPI, 10-point capacitive, TIANMA XM, IPS, TLX1388, glossy: yes, 60 Hz","1.313 kg ( = 46.31 oz / 2.89 pounds), Power Supply: 202 g ( = 7.13 oz / 0.45 pounds)",
Huawei MateBook D 16-53011VFJ,2021,AMD Ryzen 5 4600H,AMD Radeon RX Vega 6 (Ryzen 4000/5000),"16 GB  ,, DDR4-3200, dual-channel",", 512 GB  ","16.10 inch 16:9, 1920 x 1080 pixel, N161HCA-EA3, IPS, CMN1604, glossy: no, 60 Hz","1.722 kg ( = 60.74 oz / 3.8 pounds), Power Supply: 210 g ( = 7.41 oz / 0.46 pounds)",899 Euro
MateBook 14 2021 KLVD-WFE9B,2021,Intel Core i7-1165G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, DDR4-3200, dual-channel, on-board",", 512 GB  ","14.00 inch 3:2, 2160 x 1440 pixel 185 PPI, yes, BOE XS TV140WTM-NHH0, IPS, low blue light, flicker free, glossy: yes, 60 Hz","1.49 kg ( = 52.56 oz / 3.28 pounds), Power Supply: 200 g ( = 7.05 oz / 0.44 pounds)",1100 Euro
EUL-W19D,2021,Intel Core i5-10210U,Intel UHD Graphics 620,"16 GB  ,, LPDDR3 SDRAM Dual-Channel",", 512 GB  ","13.00 inch 3:2, 3000 x 2000 pixel 277 PPI, Touchscreen, JDI RWLPM130M364C, LTPS, glossy: yes, 60 Hz","1.009 kg ( = 35.59 oz / 2.22 pounds), Power Supply: 262 g ( = 9.24 oz / 0.58 pounds)",1.499 Euro
Huawei MateBook D 16-53011VFJ,2021,AMD Ryzen 5 4600H,AMD Radeon RX Vega 6 (Ryzen 4000/5000),"16 GB  ,, DDR4-3200, dual-channel",", 512 GB  ","16.10 inch 16:9, 1920 x 1080 pixel, N161HCA-EA3, IPS, CMN1604, glossy: no, 60 Hz","1.722 kg ( = 60.74 oz / 3.8 pounds), Power Supply: 210 g ( = 7.41 oz / 0.46 pounds)",899 Euro
Huawei MateBook X Pro 2021,2021,Intel Core i7-1165G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, LPDDR4x 4266 MHz, Dual-Channel, 36-39-39-90",", 1024 GB  ","13.90 inch 3:2, 3000 x 2000 pixel 259 PPI, 10-point capacitive, TIANMA XM, IPS, TLX1388, glossy: yes, 60 Hz","1.313 kg ( = 46.31 oz / 2.89 pounds), Power Supply: 202 g ( = 7.13 oz / 0.45 pounds)",
"Huawei MateBook D 15 2020, i3-10110U",2021,Intel Core i3-10110U,Intel UHD Graphics 620,,"256 GB NVMe, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, IPS, glossy: no, 60 Hz",1.53 kg ( = 53.97 oz / 3.37 pounds) ( = 0 oz / 0 pounds),450 Euro
Huawei MateBook D 14-53012BMY,2021,Intel Core i5-10210U,Intel HD Graphics 620,"16 GB  ,, DDR4-2400", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no, 60 Hz",1.38 kg ( = 48.68 oz / 3.04 pounds) ( = 0 oz / 0 pounds),800 Euro
"Huawei Matebook D 14, i5-10210U MX250",2021,Intel Core i5-10210U,NVIDIA GeForce MX250,"8 GB  ,, DDR4-2400", 512GB SSD,"14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, IPS, glossy: no, 60 Hz",1.38 kg ( = 48.68 oz / 3.04 pounds) ( = 0 oz / 0 pounds),730 Euro
Huawei MateBook 16 R7 5800H,2021,AMD Ryzen 7 5800H,AMD Radeon RX Vega 8 (Ryzen 4000/5000),"16 GB  ,, DDR4-3200, Dual Channel, onboard",", 512 GB  ","16.00 inch 3:2, 2520 x 1680 pixel 189 PPI, BOE TV160DKT-NH0, glossy: yes, 60 Hz","1.99 kg ( = 70.2 oz / 4.39 pounds), Power Supply: 482 g ( = 17 oz / 1.06 pounds)",1199 Euro
Huawei MateBook 14s i7,2021,Intel Core i7-11370H,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, LPDDR4x-3733, Dual-Channel, on-board",", 512 GB  ","14.20 inch 3:2, 2520 x 1680 pixel 213 PPI, capacitiveLTPS, CSOTT3 U17B MNE208ZA1-3, LTPS, glossy: yes, 90 Hz","1.443 kg ( = 50.9 oz / 3.18 pounds), Power Supply: 241 g ( = 8.5 oz / 0.53 pounds)",1299 Euro
Huawei MateBook 14s i5,2021,Intel Core i5-11300H,Intel Iris Xe Graphics G7 80EUs,"8 GB  ,, DDR4", 512GB SSD,"14.20 inch 3:2, 2520 x 1680 pixel 213 PPI, Capacitive, LTPS, glossy: yes, 90 Hz",1.443 kg ( = 50.9 oz / 3.18 pounds) ( = 0 oz / 0 pounds),
"Huawei MateBook 14 2021, i5-1135G7",2021,Intel Core i5-1135G7,Intel Iris Xe Graphics G7 80EUs,"16 GB  ,, DDR4-2133", 512GB SSD,"14.00 inch 3:2, 2160 x 1440 pixel 185 PPI, IPS, glossy: yes, 60 Hz",1.49 kg ( = 52.56 oz / 3.28 pounds) ( = 0 oz / 0 pounds),1200 Euro
Lenovo ThinkPad L15 G2-20X4S0KU00,2021,Intel Core i3-1115G4,Intel UHD Graphics Xe G4 48EUs,"8 GB  ,, DDR4-3200, 2x SO-DIMM, single-channel","Samsung SSD PM981a MZVLB256HBHQ, 256 GB  ","15.60 inch 16:9, 1920 x 1080 pixel, LP156WFC-SPD1, IPS, glossy: no","1.855 kg ( = 65.43 oz / 4.09 pounds), Power Supply: 374 g ( = 13.19 oz / 0.82 pounds)",540 Euro
Lenovo ThinkPad L14 G2-20X1003WGE,2021,Intel Core i5-1135G7,Intel Iris Xe Graphics G7 80EUs,"8 GB  ,, DDR4-3200, 2x SO-DIMM, Single-Channel",", 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel, NV140FHM-N48 , IPS, glossy: no","1.65 kg ( = 58.2 oz / 3.64 pounds), Power Supply: 374 g ( = 13.19 oz / 0.82 pounds)",1000 Euro
Lenovo IdeaPad 5 Pro 14ACN6,2021,AMD Ryzen 5 5600U,AMD Radeon RX Vega 7,"16 GB  ,, LPDDR4x, 5033.3 MHz, 22-22-22-52, Dual-Channel",", 512 GB  ","14.00 inch 16:10, 2240 x 1400 pixel 189 PPI, 10-point capacitive, LEN140WUXGA+, IPS, LEN9121, glossy: yes, 60 Hz","1.474 kg ( = 51.99 oz / 3.25 pounds), Power Supply: 376 g ( = 13.26 oz / 0.83 pounds)",800 USD
Lenovo ThinkPad X13 G2 AMD 20XH001KGE,2021,AMD Ryzen 5 PRO 5650U,AMD Radeon RX Vega 7,"16 GB  ,, LPDDR4X-4266, on-board, dual-channel",", 512 GB  ","13.30 inch 16:10, 1920 x 1200 pixel 170 PPI, NV133WUM-N61, IPS LED, glossy: no","1.443 kg ( = 50.9 oz / 3.18 pounds), Power Supply: 374 g ( = 13.19 oz / 0.82 pounds)","1,465 Euro"
Lenovo ThinkPad X1 Extreme G4-20Y5CTO1WW3050 Ti),2021,Intel Core i7-11800H,NVIDIA GeForce RTX 3050 Ti Laptop GPU,"16 GB  ,, DDR4-3200, 2x SO-DIMM, dual-channel",", 1024 GB  ","16.00 inch 16:10, 3840 x 2400 pixel 232 PPI, 10-point multitouch, native pen support, LP160UQ1-SPB1, IPS LED, anti-reflective, glossy: yes, HDR","2.004 kg ( = 70.69 oz / 4.42 pounds), Power Supply: 534 g ( = 18.84 oz / 1.18 pounds)",
Lenovo ThinkPad X1 Carbon G9-20XW0089GE,2021,Intel Core i5-1135G7,Intel Iris Xe Graphics G7 80EUs,"16 GB  ,, LPDDR4x-4266, Dual-Channel, onboard",", 512 GB  ","14.00 inch 16:10, 1920 x 1200 pixel 162 PPI, LEB14201N, IPS, glossy: no, 60 Hz","1.247 kg ( = 43.99 oz / 2.75 pounds), Power Supply: 322 g ( = 11.36 oz / 0.71 pounds)",2100 Euro
Lenovo Legion S7 15ACH6 82K80030GE,2021,AMD Ryzen 9 5900HX,NVIDIA GeForce RTX 3060 Laptop GPU,"32 GB  ,, DDR4-3200, dual-channel mode, one memory slot (in use), 16 GB onboard",", 1024 GB  ","15.60 inch 16:9, 3840 x 2160 pixel 282 PPI, CSOT T3 MNF601EA1-6, IPS, Dolby Vision, Free Sync, glossy: no, HDR, 60 Hz","1.966 kg ( = 69.35 oz / 4.33 pounds), Power Supply: 677 g ( = 23.88 oz / 1.49 pounds)","1,899 Euro"
Lenovo ThinkBook 13x G1-20WJ001KGE,2021,Intel Core i7-1160G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, Dual-Channel",", 512 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, LP133WQ1-SPH1, IPS, glossy: yes, HDR, 60 Hz","1.116 kg ( = 39.37 oz / 2.46 pounds), Power Supply: 325 g ( = 11.46 oz / 0.72 pounds)",1460 Euro
Lenovo IdeaPad Slim 7i Pro 14IHU5,2021,Intel Core i7-11370H,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, 2133 MHz, LPDDR4X, Dual-Channel, 36-39-39-90, Soldered",", 1024 GB  ","14.00 inch 16:10, 2880 x 1800 pixel 243 PPI, 10-point capacitive, native pen support, LEN140WQ+, IPS, LEN8A90, glossy: yes, 90 Hz","1.389 kg ( = 49 oz / 3.06 pounds), Power Supply: 330 g ( = 11.64 oz / 0.73 pounds)",1300 USD
Lenovo Yoga Slim 7 14ITL05 82A300CNGE,2021,Intel Core i5-1135G7,Intel Iris Xe Graphics G7 80EUs,"8 GB  ,, DDR4-3200, Dual-Channel-Mode, onboard, no memory slots",", 512 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, AU Optronics B140HAN06.8, IPS, glossy: no, 60 Hz","1.36 kg ( = 47.97 oz / 3 pounds), Power Supply: 243 g ( = 8.57 oz / 0.54 pounds)",799 Euro
Lenovo ThinkBook Plus Gen2 Core i5,2021,Intel Core i5-1130G7,Intel Iris Xe Graphics G7 80EUs,"16 GB  ,, LPDDR4X-4266, Dual-Channel, onboard",", 512 GB  ","13.30 inch 16:10, 2560 x 1600 pixel 227 PPI, capacitive (E-Ink-Display and LCD), native pen support, CSOT T3 MND307DA1-5 (LCD), IPS, E-Ink, glossy: no, 60 Hz","1.171 kg ( = 41.31 oz / 2.58 pounds), Power Supply: 325 g ( = 11.46 oz / 0.72 pounds)",1400 Euro
Lenovo ThinkPad P1 G4-20Y30017GE,2021,Intel Core i7-11800H,NVIDIA T1200 Laptop GPU,"16 GB  ,, DDR4-3200, Single-Channel, 1/2 slots in use, max. 64 GB",", 512 GB  ","16.00 inch 16:10, 2560 x 1600 pixel 189 PPI, B160QAN02.M, IPS, glossy: no, 60 Hz","1.842 kg ( = 64.97 oz / 4.06 pounds), Power Supply: 575 g ( = 20.28 oz / 1.27 pounds)",2400 Euro
Lenovo Yoga 6 13ALC6,2021,AMD Ryzen 7 5700U,AMD Radeon RX Vega 8 (Ryzen 4000/5000),"16 GB  ,, 1600 MHz, 22-22-22-52, Dual-Channel, Soldered",", 1024 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, 10-point capacitive, native pen support, AU Optronics B133HAN05.F, IPS, AUO5F2D, glossy: yes, 60 Hz","1.322 kg ( = 46.63 oz / 2.91 pounds), Power Supply: 272 g ( = 9.59 oz / 0.6 pounds)",860 USD
Lenovo ThinkPad P17 G2-20YU0025G,2021,Intel Core i7-11800H,NVIDIA RTX A2000 Laptop GPU,16 GB  ,", 512 GB  ","17.30 inch 16:9, 1920 x 1080 pixel 127 PPI, LP173WF4-SPF7, IPS LED, glossy: no, 60 Hz","3.565 kg ( = 125.75 oz / 7.86 pounds), Power Supply: 575 g ( = 20.28 oz / 1.27 pounds)",2500 Euro
Lenovo IdeaPad 3 14ALC6-82KT00AMUS,2021,AMD Ryzen 5 5500U,AMD Radeon RX Vega 7,"8 GB  ,, DDR4","256 GB NVMe, 256 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, glossy: no, 60 Hz",1.41 kg ( = 49.74 oz / 3.11 pounds) ( = 0 oz / 0 pounds),550 Euro
Lenovo ThinkPad P15 G2-20YQ001JGE,2021,Intel Core i7-11800H,NVIDIA RTX A3000 Laptop GPU,"32 GB  ,, DDR4-3200, dual-channel, 2x 16 GB, 4 slots, max. 128 GB",", 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, N156HCE_GN1, IPS, glossy: no, 60 Hz","2.867 kg ( = 101.13 oz / 6.32 pounds), Power Supply: 876 g ( = 30.9 oz / 1.93 pounds)","2,850 Euro"
Lenovo Legion 5 15ACH6H-82JW0012US,2021,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3050 Ti Laptop GPU,"16 GB  ,, DDR4-3200", 512GB SSD,"15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, glossy: no",2.4 kg ( = 84.66 oz / 5.29 pounds) ( = 0 oz / 0 pounds),1100 Euro
Lenovo ThinkBook 16p G2 ACH,2021,AMD Ryzen 9 5900HX,NVIDIA GeForce RTX 3060 Laptop GPU,"32 GB  ,, 1x 16 GB DDR4-3200 plus 1x 16 GB soldered, dual-channel",", 1024 GB  ","16.00 inch 16:10, 2560 x 1600 pixel 189 PPI, Lenovo LEN8A95 (AUO B160QAN02.M), IPS, glossy: no, 60 Hz","2.045 kg ( = 72.14 oz / 4.51 pounds), Power Supply: 924 g ( = 32.59 oz / 2.04 pounds)","2,414 Euro"
Lenovo IdeaPad 5 Pro 16IHU6,2021,Intel Core i5-11300H,NVIDIA GeForce MX450,"16 GB  ,, DDR4-3200, dual-channel mode, on-board, no memory slots",", 512 GB  ","16.00 inch 16:10, 2560 x 1600 pixel 189 PPI, Lenovo LEN160WQXGA, IPS, 120 Hz","1.9 kg ( = 67.02 oz / 4.19 pounds), Power Supply: 426 g ( = 15.03 oz / 0.94 pounds)",999 Euro
Lenovo IdeaPad 5 15ALC05,2021,AMD Ryzen 5 5500U,AMD Radeon RX Vega 7,"16 GB  ,, Dual-channel DDR4 SDRAM"," Samsung MZALQ512HBLU-00BL2, 410 GB free","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, Lenovo LEN156FHD, IPS, glossy: no, 60 Hz","1.707 kg ( = 60.21 oz / 3.76 pounds), Power Supply: 356 g ( = 12.56 oz / 0.78 pounds)",999 Euro
Lenovo Legion 5 Pro 16ACH6H82JQ001PGE),2021,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3070 Laptop GPU,"32 GB  ,, 2x 16 GB DDR4-3200, dual-channel",", 1024 GB  ","16.00 inch 16:10, 2560 x 1600 pixel 189 PPI, CSOT T3 MNG007DA1-1, IPS, Dolby® Vision™, VESA HDR 400, free sync, G Sync, DC dimmer, glossy: no, HDR, 165 Hz","2.578 kg ( = 90.94 oz / 5.68 pounds), Power Supply: 1.066 kg ( = 37.6 oz / 2.35 pounds)",
Lenovo Yoga Slim 7 Pro 14ACH5,2021,AMD Ryzen 9 5900HX,AMD Radeon RX Vega 8 (Ryzen 4000/5000),"16 GB  ,, DDR4-3200, dual-channel mode, on-board, no memory slots",", 1024 GB  ","14.00 inch 16:10, 2880 x 1800 pixel 243 PPI, Lenovo LEN8A90, IPS, Dolby Vision, glossy: yes, HDR, 90 Hz","1.32 kg ( = 46.56 oz / 2.91 pounds), Power Supply: 436 g ( = 15.38 oz / 0.96 pounds)","1,249 Euro"
Lenovo ThinkPad E15 G3-20YG003UGE,2021,AMD Ryzen 7 5700U,AMD Radeon RX Vega 8 (Ryzen 4000/5000),"16 GB  ,, DDR4-3200, Dual-Channel, 8 GB onboard, max. 40 GB",", 1024 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, B156HAN02.1, IPS, glossy: no, 60 Hz","1.808 kg ( = 63.78 oz / 3.99 pounds), Power Supply: 365 g ( = 12.88 oz / 0.8 pounds)",1000 Euro
Lenovo ThinkPad L14 G2 AMD,2021,AMD Ryzen 7 PRO 5850U,AMD Radeon RX Vega 8 (Ryzen 4000/5000),"16 GB  ,, DDR4-3200, 2x SO-DIMM, single-channel",", 512 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, B140HAN04.0, IPS LED, glossy: no","1.673 kg ( = 59.01 oz / 3.69 pounds), Power Supply: 237 g ( = 8.36 oz / 0.52 pounds)","1,140 Euro"
Lenovo ThinkPad L15 G2 AMD,2021,AMD Ryzen 5 5600U,AMD Radeon RX Vega 7,"16 GB  ,, DDR4-3200, 2x SO-DIMM, single-channel","SK Hynix HFS512 GDE9X081N, 512 GB  ","15.60 inch 16:9, 1920 x 1080 pixel 141 PPI, N156HCA-EAB, IPS LED, glossy: no","1.929 kg ( = 68.04 oz / 4.25 pounds), Power Supply: 237 g ( = 8.36 oz / 0.52 pounds)",990 Euro
Lenovo ThinkPad E14 G3-20Y7003SGE,2021,AMD Ryzen 5 5500U,AMD Radeon RX Vega 7,"16 GB  ,, DDR4-3200, Dual-Channel, 8GB onboard + 1 DIMM-Slot, max. 40 GB",", 512 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, NVM140FHM-N4V, IPS, glossy: no, 60 Hz","1.591 kg ( = 56.12 oz / 3.51 pounds), Power Supply: 365 g ( = 12.88 oz / 0.8 pounds)",870 Euro
Lenovo Yoga 6 13 82ND0009US,2021,AMD Ryzen 5 5500U,AMD Radeon RX Vega 7,"8 GB  ,, 1600 MHz, 22-22-22-52, Dual-Channel, Soldered",", 256 GB  ","13.30 inch 16:9, 1920 x 1080 pixel 166 PPI, 10-point capacitive, native pen support, AU Optronics B133HAN05.F, IPS, AUO5F2D, glossy: yes, 60 Hz","1.331 kg ( = 46.95 oz / 2.93 pounds), Power Supply: 272 g ( = 9.59 oz / 0.6 pounds)",800 USD
Lenovo ThinkPad X13 G2 20WK0024GE,2021,Intel Core i7-1165G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, LPDDR4X-4266, Dual-Channel, soldered","SK Hynix HFS512 GDE9X081N, 512 GB  ","13.30 inch 16:10, 1920 x 1200 pixel 170 PPI, NV133WUM-N61, IPS, glossy: no, 60 Hz","1.339 kg ( = 47.23 oz / 2.95 pounds), Power Supply: 365 g ( = 12.88 oz / 0.8 pounds)",1800 Euro
20WM003TGE,2021,Intel Core i7-1165G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, LPDDR4X-4266, on-board, quad-channel",", 1024 GB  ","14.00 inch 16:9, 1920 x 1080 pixel 157 PPI, NE140FHM-N61, IPS LED, glossy: no","1.306 kg ( = 46.07 oz / 2.88 pounds), Power Supply: 372 g ( = 13.12 oz / 0.82 pounds)",2080 Euro
Lenovo Yoga Slim 9 14ITL5-82D1002HGE,2021,Intel Core i7-1165G7,Intel Iris Xe Graphics G7 96EUs,"16 GB  ,, DDR4", 1TB SSD,"14.00 inch 16:9, 3840 x 2160 pixel 315 PPI, Capacitive, glossy: yes, 60 Hz",1.2 kg ( = 42.33 oz / 2.65 pounds) ( = 0 oz / 0 pounds),1800 Euro
